,Date,Iron_Price,Silver_Price,Gold_Price,Copper_Price,S&P_GSCI_Price,ID,SUBURB,PRICE,BEDROOMS,BATHROOMS,POSTCODE,CITY
10170,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",7980,Mullaloo,750000,4,2,6027,Perth
10171,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",8001,Hamersley,510000,3,1,6022,Perth
10172,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",8420,Caversham,410000,4,2,6055,Perth
10173,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",8773,Coogee,1340000,4,3,6166,Perth
10174,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",8794,Kenwick,360000,3,1,6107,Perth
10175,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",8807,Churchlands,1370000,4,2,6018,Perth
10176,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",8916,Mullaloo,725500,5,3,6027,Perth
10177,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9029,Darlington,530000,3,2,6070,Perth
10178,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9045,Jindalee,699000,4,2,6036,Perth
10179,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9209,East Cannington,479000,4,2,6107,Perth
10180,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9282,Beaconsfield,540000,3,1,6162,Perth
10181,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9376,Mount Claremont,1375000,4,2,6010,Perth
10182,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9394,Lockridge,365000,3,1,6054,Perth
10183,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9422,Darch,517000,4,2,6065,Perth
10184,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9456,Booragoon,988000,4,2,6154,Perth
10185,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9625,Orelia,265000,3,1,6167,Perth
10186,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9725,Mariginiup,1085000,7,4,6078,Perth
10187,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9765,Iluka,740000,4,2,6028,Perth
10188,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9815,Redcliffe,425000,3,2,6104,Perth
10189,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9853,Bennett Springs,542500,4,2,6063,Perth
10190,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9872,Mullaloo,460000,3,1,6027,Perth
10191,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9875,Merriwa,305000,2,1,6030,Perth
10192,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",9969,Wilson,820000,4,2,6107,Perth
10193,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",10024,Ardross,1270000,5,3,6153,Perth
10194,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",10279,Merriwa,340000,4,2,6030,Perth
10195,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",10388,Bentley,425000,4,2,6102,Perth
10196,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",10474,Trigg,1275000,5,3,6029,Perth
10197,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",10583,Myaree,680000,3,2,6154,Perth
10198,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",10648,Iluka,1060000,3,3,6028,Perth
10199,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",10668,Stratton,320000,3,1,6056,Perth
10200,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",10826,Lynwood,458000,4,2,6147,Perth
10201,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",10866,Bentley,550000,5,3,6102,Perth
10202,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",10869,Helena Valley,435000,2,2,6056,Perth
10203,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",10929,Aubin Grove,410000,3,2,6164,Perth
10204,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11060,Connolly,665000,4,2,6027,Perth
10205,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11086,Trigg,1201000,3,1,6029,Perth
10206,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11107,Jane Brook,485000,4,2,6056,Perth
10207,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11249,Henley Brook,420000,4,2,6055,Perth
10208,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11267,Churchlands,1170000,4,2,6018,Perth
10209,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11351,Bull Creek,1000000,6,2,6149,Perth
10210,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11360,Hillman,325000,3,1,6168,Perth
10211,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11424,Orelia,150000,2,1,6167,Perth
10212,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11432,Osborne Park,930000,3,1,6017,Perth
10213,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11557,Ardross,855000,3,2,6153,Perth
10214,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11634,Bibra Lake,480000,3,1,6163,Perth
10215,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11637,South Guildford,570000,4,2,6055,Perth
10216,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11805,Iluka,1125000,4,2,6028,Perth
10217,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11920,Maida Vale,1000000,4,2,6057,Perth
10218,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",11944,South Fremantle,1370000,4,2,6162,Perth
10219,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",12048,Ascot,1070000,3,2,6104,Perth
10220,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",12232,Mount Richon,549990,4,2,6112,Perth
10221,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",12555,Alexander Heights,625000,4,2,6064,Perth
10222,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",12571,Darch,573000,4,2,6065,Perth
10223,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",12729,Joondanna,850000,4,3,6060,Perth
10224,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",12734,Aubin Grove,620000,4,2,6164,Perth
10225,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",12738,Herne Hill,1100000,4,2,6056,Perth
10226,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",12739,Shenton Park,947000,3,2,6008,Perth
10227,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",12884,Huntingdale,435000,4,2,6110,Perth
10228,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",12921,Eglinton,436000,4,2,6034,Perth
10229,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",12944,Booragoon,919500,4,2,6154,Perth
10230,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",13228,Carmel,410000,4,1,6076,Perth
10231,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",13243,White Gum Valley,890000,4,2,6162,Perth
10232,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",13248,Jane Brook,419000,4,2,6056,Perth
10233,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",13256,Ferndale,420000,3,1,6148,Perth
10234,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",13340,Booragoon,925000,4,2,6154,Perth
10235,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",13700,Salter Point,2000000,4,3,6152,Perth
10236,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",13767,Coogee,710000,4,2,6166,Perth
10237,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",13802,Burns Beach,790000,4,2,6028,Perth
10238,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",13827,North Coogee,2200000,4,3,6163,Perth
10239,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",13828,Ferndale,400000,4,2,6148,Perth
10240,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",13932,Merriwa,355000,4,2,6030,Perth
10241,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",14008,Aubin Grove,515000,4,2,6164,Perth
10242,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",14080,Jane Brook,470000,4,2,6056,Perth
10243,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",14096,Orelia,389000,3,2,6167,Perth
10244,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",14121,Mount Helena,450000,2,1,6082,Perth
10245,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",14351,Beldon,565000,4,2,6027,Perth
10246,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",14532,Jane Brook,549000,4,2,6056,Perth
10247,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",14793,North Coogee,480000,1,1,6163,Perth
10248,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",14859,Guildford,1230000,3,3,6055,Perth
10249,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",14977,Langford,350000,3,1,6147,Perth
10250,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15032,Jane Brook,510000,4,2,6056,Perth
10251,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15133,Mount Richon,370000,3,1,6112,Perth
10252,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15166,Bull Creek,772000,4,2,6149,Perth
10253,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15311,North Beach,850000,3,2,6020,Perth
10254,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15333,North Fremantle,1465000,4,3,6159,Perth
10255,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15452,Koondoola,380000,3,1,6064,Perth
10256,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15483,Sinagra,340000,3,2,6065,Perth
10257,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15485,Hilton,621000,3,1,6163,Perth
10258,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15644,Lesmurdie,1150000,6,2,6076,Perth
10259,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15669,Aubin Grove,465000,4,2,6164,Perth
10260,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15732,Ardross,1000000,5,2,6153,Perth
10261,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15760,Medina,226000,2,1,6167,Perth
10262,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",15987,Kensington,955000,3,2,6151,Perth
10263,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",16043,Redcliffe,422500,4,2,6104,Perth
10264,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",16374,Joondanna,660000,3,1,6060,Perth
10265,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",16611,Bellevue,425000,3,1,6056,Perth
10266,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",16623,Beldon,590000,3,1,6027,Perth
10267,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",16679,Huntingdale,395000,3,1,6110,Perth
10268,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",16709,Huntingdale,450000,3,2,6110,Perth
10269,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",16919,Huntingdale,422000,3,2,6110,Perth
10270,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",17007,Guildford,835000,4,2,6055,Perth
10271,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",17034,Gwelup,847000,4,2,6018,Perth
10272,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",17178,Coolbellup,543000,3,1,6163,Perth
10273,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",17316,Osborne Park,400000,2,1,6017,Perth
10274,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",17599,Guildford,176000,3,1,6055,Perth
10275,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",17651,Trigg,2140000,4,2,6029,Perth
10276,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",17920,Menora,1400000,4,2,6050,Perth
10277,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",18046,Highgate,630000,4,1,6003,Perth
10278,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",18193,Jane Brook,475000,4,2,6056,Perth
10279,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",18276,City Beach,1675000,4,2,6015,Perth
10280,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",18279,Hammond Park,487500,4,2,6164,Perth
10281,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",18519,Kensington,1110000,4,2,6151,Perth
10282,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",18719,Warwick,450000,3,1,6024,Perth
10283,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",18813,City Beach,1950000,5,3,6015,Perth
10284,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",18877,Churchlands,1249000,5,3,6018,Perth
10285,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",19156,Leda,350000,4,2,6170,Perth
10286,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",19423,South Guildford,560000,4,2,6055,Perth
10287,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",19431,Kensington,1125000,4,2,6151,Perth
10288,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",19522,Hilton,490000,3,1,6163,Perth
10289,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",19625,Woodlands,1140000,4,3,6018,Perth
10290,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",19662,Swanbourne,1650000,4,3,6010,Perth
10291,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",19737,Merriwa,375000,4,2,6030,Perth
10292,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",19864,Iluka,760000,4,2,6028,Perth
10293,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",20275,Helena Valley,345000,3,1,6056,Perth
10294,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",20325,North Beach,1200000,3,1,6020,Perth
10295,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",20607,Ridgewood,365000,4,2,6030,Perth
10296,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",20651,Ascot,560000,2,1,6104,Perth
10297,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",20802,Carine,880000,4,2,6020,Perth
10298,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",20804,Brookdale,330000,4,2,6112,Perth
10299,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",20826,Burns Beach,970000,5,3,6028,Perth
10300,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21023,Viveash,595000,3,2,6056,Perth
10301,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21035,Burns Beach,1150000,3,2,6028,Perth
10302,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21120,Rossmoyne,1370000,4,2,6148,Perth
10303,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21155,Parkwood,480000,3,1,6147,Perth
10304,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21326,Cannington,562000,5,2,6107,Perth
10305,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21365,Greenmount,570000,3,2,6056,Perth
10306,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21463,Guildford,550000,3,2,6055,Perth
10307,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21519,Cannington,386000,3,2,6107,Perth
10308,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21622,Ferndale,541000,4,2,6148,Perth
10309,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21829,Jandakot,670000,4,2,6164,Perth
10310,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21870,Hamersley,515000,3,1,6022,Perth
10311,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",21943,Watermans Bay,1055000,2,2,6020,Perth
10312,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",22035,Stratton,350000,4,2,6056,Perth
10313,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",22125,Watermans Bay,1275000,5,2,6020,Perth
10314,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",22186,Singleton,550000,4,2,6175,Perth
10315,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",22248,Kenwick,409000,4,2,6107,Perth
10316,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",22421,Booragoon,700000,4,2,6154,Perth
10317,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",22554,Hammond Park,440000,3,2,6164,Perth
10318,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",22767,Ridgewood,395000,4,2,6030,Perth
10319,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",22819,Beaconsfield,715000,4,3,6162,Perth
10320,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",23105,Parmelia,308000,3,1,6167,Perth
10321,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",23116,Ashfield,590000,4,2,6054,Perth
10322,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",23247,Kensington,820000,3,2,6151,Perth
10323,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",23316,Samson,620000,4,2,6163,Perth
10324,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",23600,Bennett Springs,430000,3,2,6063,Perth
10325,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",23698,Upper Swan,680000,4,2,6069,Perth
10326,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",23781,Woodlands,675000,3,2,6018,Perth
10327,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",23791,Ascot,838100,4,3,6104,Perth
10328,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",23868,City Beach,1510000,4,2,6015,Perth
10329,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",23905,Koondoola,410000,3,1,6064,Perth
10330,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",23964,Manning,959000,5,2,6152,Perth
10331,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24003,Hamersley,610000,4,2,6022,Perth
10332,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24080,Huntingdale,350000,3,1,6110,Perth
10333,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24341,Ashby,346500,4,2,6065,Perth
10334,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24419,Leda,360000,3,2,6170,Perth
10335,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24422,Mount Nasura,380000,3,1,6112,Perth
10336,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24435,Koondoola,395000,3,1,6064,Perth
10337,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24462,Coogee,770000,4,3,6166,Perth
10338,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24603,Ferndale,425000,3,1,6148,Perth
10339,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24615,Caversham,412000,4,2,6055,Perth
10340,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24632,Mirrabooka,430000,4,2,6061,Perth
10341,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24758,Wattle Grove,530000,4,2,6107,Perth
10342,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24922,Ashby,450000,3,2,6065,Perth
10343,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",24962,Bentley,500000,3,1,6102,Perth
10344,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",25254,Leda,306512,4,2,6170,Perth
10345,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",25256,Mount Nasura,383000,3,1,6112,Perth
10346,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",25463,Manning,755000,3,2,6152,Perth
10347,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",25507,Darch,535000,4,2,6065,Perth
10348,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",25659,Rossmoyne,1050000,4,2,6148,Perth
10349,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",25708,Bull Creek,730000,4,2,6149,Perth
10350,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",25711,Huntingdale,360000,3,1,6110,Perth
10351,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",25795,Dalkeith,2300000,5,3,6009,Perth
10352,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",25816,Iluka,740000,4,2,6028,Perth
10353,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26221,Burns Beach,752000,4,2,6028,Perth
10354,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26250,Kensington,840000,4,2,6151,Perth
10355,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26297,Parmelia,313000,3,1,6167,Perth
10356,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26354,Marmion,835000,4,2,6020,Perth
10357,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26361,Merriwa,375000,4,2,6030,Perth
10358,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26374,City Beach,1550000,4,3,6015,Perth
10359,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26478,Brentwood,447500,3,1,6153,Perth
10360,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26519,Alexander Heights,525000,4,2,6064,Perth
10361,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26567,Mount Claremont,1600000,5,3,6010,Perth
10362,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26599,Swanbourne,1900000,4,2,6010,Perth
10363,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26612,Jane Brook,524500,4,2,6056,Perth
10364,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26636,Bennett Springs,450000,4,2,6063,Perth
10365,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26731,Beldon,540000,4,2,6027,Perth
10366,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26865,Beldon,480000,3,1,6027,Perth
10367,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26939,Maida Vale,525000,4,2,6057,Perth
10368,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26943,Sinagra,427500,4,2,6065,Perth
10369,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",26971,Wattle Grove,568000,4,2,6107,Perth
10370,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",27195,Orelia,232000,3,1,6167,Perth
10371,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",27219,Bertram,358000,3,2,6167,Perth
10372,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",27363,Wandi,421000,3,2,6167,Perth
10373,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",27533,Coolbellup,410000,3,1,6163,Perth
10374,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",27773,Middle Swan,335000,3,1,6056,Perth
10375,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",27913,Lynwood,471000,4,2,6147,Perth
10376,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28019,Parmelia,365000,3,1,6167,Perth
10377,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28125,Iluka,1325000,4,2,6028,Perth
10378,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28140,Karawara,812000,6,3,6152,Perth
10379,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28219,Lesmurdie,780000,6,3,6076,Perth
10380,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28250,Chidlow,565000,4,2,6556,Perth
10381,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28306,Joondanna,200000,2,1,6060,Perth
10382,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28348,Ridgewood,430000,4,2,6030,Perth
10383,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28430,Hovea,819000,4,2,6071,Perth
10384,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28599,Greenmount,450000,3,1,6056,Perth
10385,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28702,City Beach,2075000,4,3,6015,Perth
10386,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28795,Marmion,960000,4,2,6020,Perth
10387,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28804,Kallaroo,1785000,4,3,6025,Perth
10388,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",28817,Martin,715000,4,2,6110,Perth
10389,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",29017,Beldon,405000,3,1,6027,Perth
10390,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",29060,Alexander Heights,460000,4,2,6064,Perth
10391,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",29311,Guildford,860000,3,1,6055,Perth
10392,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",29459,Alexander Heights,475000,4,2,6064,Perth
10393,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",29539,Gooseberry Hill,560000,4,1,6076,Perth
10394,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",29597,Rossmoyne,902000,4,1,6148,Perth
10395,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",29608,Bull Creek,1070000,5,2,6149,Perth
10396,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",29938,Midvale,390000,3,1,6056,Perth
10397,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",29944,Samson,455000,3,1,6163,Perth
10398,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",29963,Queens Park,468000,4,2,6107,Perth
10399,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",29969,Darlington,420000,3,2,6070,Perth
10400,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",30030,Middle Swan,950500,4,2,6056,Perth
10401,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",30331,Booragoon,1340000,4,2,6154,Perth
10402,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",30358,Kiara,467500,3,2,6054,Perth
10403,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",30502,Riverton,795000,4,2,6148,Perth
10404,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",30715,Kenwick,835000,5,2,6107,Perth
10405,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",30765,Mirrabooka,392500,3,1,6061,Perth
10406,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",30862,North Fremantle,960000,4,2,6159,Perth
10407,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",31026,Koongamia,305000,2,1,6056,Perth
10408,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",31061,Mullaloo,780000,5,3,6027,Perth
10409,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",31085,Booragoon,740000,3,2,6154,Perth
10410,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",31105,North Coogee,1200000,4,2,6163,Perth
10411,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",31180,Iluka,735000,4,2,6028,Perth
10412,06/2016,54.2,18.36,"1,320.75",18.36,"2,384.66",31213,Burns Beach,823000,4,2,6028,Perth
