,Date,Iron_Price,ID,SUBURB,PRICE,BEDROOMS,BATHROOMS,POSTCODE,CITY
0,2007-01,36.63,232,Menora,875000,2,1,6050,Perth
1,2007-01,36.63,3451,Menora,720000,3,1,6050,Perth
2,2007-01,36.63,5552,Peppermint Grove,2100000,5,3,6011,Perth
3,2007-01,36.63,8875,Walliston,627000,4,3,6076,Perth
4,2007-01,36.63,8992,Karawara,860000,4,2,6152,Perth
5,2007-01,36.63,10810,Mundijong,380000,2,1,6123,Perth
6,2007-01,36.63,14501,Sawyers Valley,850000,3,1,6074,Perth
7,2007-01,36.63,15494,Koongamia,337500,3,1,6056,Perth
8,2007-01,36.63,23859,Viveash,585000,4,2,6056,Perth
9,2007-02,36.63,3392,Karawara,460000,4,1,6152,Perth
10,2007-02,36.63,3741,Hazelmere,487500,3,1,6055,Perth
11,2007-02,36.63,8050,Peppermint Grove,1300000,3,2,6011,Perth
12,2007-02,36.63,9432,Hazelmere,340000,4,1,6055,Perth
13,2007-02,36.63,12721,Viveash,750000,4,2,6056,Perth
14,2007-02,36.63,13231,Karawara,575000,5,3,6152,Perth
15,2007-02,36.63,14462,Mardella,270000,4,2,6125,Perth
16,2007-02,36.63,19833,North Lake,775000,4,2,6163,Perth
17,2007-02,36.63,20073,Mariginiup,1000000,3,2,6078,Perth
18,2007-03,36.63,3256,Koongamia,320000,3,1,6056,Perth
19,2007-03,36.63,6199,Mariginiup,1700000,4,2,6078,Perth
20,2007-03,36.63,8924,Gnangara,1200000,4,2,6077,Perth
21,2007-03,36.63,12155,Karawara,735000,4,2,6152,Perth
22,2007-03,36.63,13196,Mariginiup,1600000,4,2,6078,Perth
23,2007-03,36.63,13769,Orange Grove,949000,3,2,6109,Perth
24,2007-03,36.63,14202,Sawyers Valley,585000,5,2,6074,Perth
25,2007-03,36.63,14226,Mahogany Creek,810000,4,2,6072,Perth
26,2007-03,36.63,15760,Ashfield,430000,4,2,6054,Perth
27,2007-03,36.63,16854,Hopeland,1230000,3,1,6125,Perth
28,2007-03,36.63,18320,Wungong,989000,4,2,6112,Perth
29,2007-03,36.63,20637,Boya,520000,2,1,6056,Perth
30,2007-03,36.63,21968,Ashfield,430000,3,1,6054,Perth
31,2007-04,36.63,641,Peppermint Grove,2400000,4,5,6011,Perth
32,2007-04,36.63,1544,Viveash,440000,3,1,6056,Perth
33,2007-04,36.63,7380,Ashfield,510000,4,2,6054,Perth
34,2007-04,36.63,13105,Bickley,445000,3,1,6076,Perth
35,2007-04,36.63,14397,Ashfield,426000,3,1,6054,Perth
36,2007-04,36.63,15586,Ashfield,440000,4,2,6054,Perth
37,2007-04,36.63,19153,Hazelmere,855000,4,1,6055,Perth
38,2007-04,36.63,22236,Carmel,650000,2,2,6076,Perth
39,2007-04,36.63,24065,Menora,1100000,3,3,6050,Perth
40,2007-05,36.63,1149,Millendon,895000,4,2,6056,Perth
41,2007-05,36.63,1856,Anketell,1250000,4,2,6167,Perth
42,2007-05,36.63,4315,Oldbury,1200000,6,2,6121,Perth
43,2007-05,36.63,10325,Ashfield,349000,2,1,6054,Perth
44,2007-05,36.63,12063,Mardella,835000,4,2,6125,Perth
45,2007-05,36.63,12187,Walliston,425000,3,1,6076,Perth
46,2007-05,36.63,14077,Herne Hill,880000,4,2,6056,Perth
47,2007-05,36.63,16879,Mundijong,550000,4,2,6123,Perth
48,2007-05,36.63,17516,Ashfield,495000,4,2,6054,Perth
49,2007-05,36.63,17816,Mahogany Creek,512500,3,2,6072,Perth
50,2007-06,36.63,3352,Herne Hill,377000,3,1,6056,Perth
51,2007-06,36.63,7804,Wungong,750000,5,2,6112,Perth
52,2007-06,36.63,11648,Kiara,212500,4,2,6054,Perth
53,2007-06,36.63,12851,Herne Hill,900000,4,2,6056,Perth
54,2007-06,36.63,13825,Bickley,1400000,4,2,6076,Perth
55,2007-06,36.63,13838,Herne Hill,1610000,4,2,6056,Perth
56,2007-06,36.63,16411,Ashfield,415000,3,1,6054,Perth
57,2007-06,36.63,16668,Mundijong,493000,3,1,6123,Perth
58,2007-06,36.63,17694,Boya,545000,3,1,6056,Perth
59,2007-06,36.63,17699,Kiara,360000,3,2,6054,Perth
60,2007-06,36.63,18445,Millendon,1277000,4,2,6056,Perth
61,2007-06,36.63,18453,North Lake,795000,4,2,6163,Perth
62,2007-06,36.63,20565,Cardup,490000,4,1,6122,Perth
63,2007-06,36.63,21311,Koongamia,310000,2,1,6056,Perth
64,2007-06,36.63,24748,Gnangara,995000,4,2,6077,Perth
65,2007-07,36.63,1765,Hazelmere,440000,3,2,6055,Perth
66,2007-07,36.63,4560,Koongamia,285000,3,1,6056,Perth
67,2007-07,36.63,6729,Neerabup,200000,3,2,6031,Perth
68,2007-07,36.63,8445,Karragullen,602000,4,2,6111,Perth
69,2007-07,36.63,8897,Brigadoon,1500000,3,2,6069,Perth
70,2007-07,36.63,9097,Ashfield,490000,4,2,6054,Perth
71,2007-07,36.63,9701,Gnangara,1300000,5,4,6077,Perth
72,2007-07,36.63,10068,Mardella,667500,3,2,6125,Perth
73,2007-07,36.63,10280,Viveash,390000,3,1,6056,Perth
74,2007-07,36.63,10437,Karawara,450000,4,1,6152,Perth
75,2007-07,36.63,12136,Kiara,385000,4,2,6054,Perth
76,2007-07,36.63,13388,Orange Grove,1550000,5,3,6109,Perth
77,2007-07,36.63,15872,Daglish,1495000,4,2,6008,Perth
78,2007-07,36.63,17798,Mundijong,392500,3,2,6123,Perth
79,2007-07,36.63,18748,Karawara,652000,4,2,6152,Perth
80,2007-07,36.63,23404,Herne Hill,940000,4,1,6056,Perth
81,2007-08,36.63,1029,Walliston,412500,3,1,6076,Perth
82,2007-08,36.63,1214,Gnangara,820000,3,1,6077,Perth
83,2007-08,36.63,4871,Mundijong,480000,3,2,6123,Perth
84,2007-08,36.63,7478,Boya,680000,4,2,6056,Perth
85,2007-08,36.63,7525,Kiara,390000,3,1,6054,Perth
86,2007-08,36.63,7570,Hovea,800000,3,2,6071,Perth
87,2007-08,36.63,7659,Karawara,865000,5,3,6152,Perth
88,2007-08,36.63,9395,Brigadoon,1200000,4,2,6069,Perth
89,2007-08,36.63,10748,Cardup,1200000,4,2,6122,Perth
90,2007-08,36.63,13674,Menora,1010000,2,1,6050,Perth
91,2007-08,36.63,16153,Menora,975000,2,1,6050,Perth
92,2007-08,36.63,19508,Oldbury,1400000,4,2,6121,Perth
93,2007-08,36.63,21386,Mundijong,347500,3,2,6123,Perth
94,2007-08,36.63,22377,Brigadoon,975000,4,2,6069,Perth
95,2007-08,36.63,23277,Kiara,337000,3,1,6054,Perth
96,2007-08,36.63,23474,Brigadoon,990000,4,2,6069,Perth
97,2007-09,36.63,705,Kiara,168000,4,2,6054,Perth
98,2007-09,36.63,4614,North Lake,530000,4,2,6163,Perth
99,2007-09,36.63,5415,Karawara,390000,3,1,6152,Perth
100,2007-09,36.63,6267,Karnup,495000,3,1,6176,Perth
101,2007-09,36.63,7555,Boya,525000,3,2,6056,Perth
102,2007-09,36.63,9785,Hovea,1340000,5,3,6071,Perth
103,2007-09,36.63,11156,Bickley,572000,4,2,6076,Perth
104,2007-09,36.63,18876,Oldbury,1950000,4,2,6121,Perth
105,2007-09,36.63,19513,Boya,590000,3,2,6056,Perth
106,2007-09,36.63,20105,Ashfield,525000,4,2,6054,Perth
107,2007-09,36.63,21069,North Lake,695000,4,2,6163,Perth
108,2007-09,36.63,21374,Daglish,880000,2,1,6008,Perth
109,2007-09,36.63,21605,Ashfield,345000,2,1,6054,Perth
110,2007-09,36.63,24406,North Lake,795000,4,2,6163,Perth
111,2007-09,36.63,24685,Mahogany Creek,700000,3,2,6072,Perth
112,2007-10,36.63,170,Walliston,620000,4,2,6076,Perth
113,2007-10,36.63,883,Ashfield,432000,3,1,6054,Perth
114,2007-10,36.63,1108,Hazelmere,550000,2,1,6055,Perth
115,2007-10,36.63,3213,Cardup,420000,4,2,6122,Perth
116,2007-10,36.63,3805,Karawara,878000,4,2,6152,Perth
117,2007-10,36.63,5044,Hazelmere,470000,4,2,6055,Perth
118,2007-10,36.63,5615,Hazelmere,335000,4,2,6055,Perth
119,2007-10,36.63,8474,Wattleup,1100000,2,1,6166,Perth
120,2007-10,36.63,10307,Koongamia,310000,2,1,6056,Perth
121,2007-10,36.63,11067,Menora,875000,5,2,6050,Perth
122,2007-10,36.63,11585,Wattleup,955000,4,2,6166,Perth
123,2007-10,36.63,11897,Casuarina,705000,4,2,6167,Perth
124,2007-10,36.63,13038,Orange Grove,1900000,3,2,6109,Perth
125,2007-10,36.63,13103,Koongamia,308000,3,1,6056,Perth
126,2007-10,36.63,13481,Ashfield,410000,3,1,6054,Perth
127,2007-10,36.63,21880,Mahogany Creek,610000,4,1,6072,Perth
128,2007-10,36.63,22290,Mahogany Creek,395000,4,2,6072,Perth
129,2007-11,36.63,129,Woodbridge,525000,3,1,6056,Perth
130,2007-11,36.63,2711,Karawara,880000,3,2,6152,Perth
131,2007-11,36.63,3283,Koongamia,315000,2,1,6056,Perth
132,2007-11,36.63,6756,Upper Swan,2130000,4,2,6069,Perth
133,2007-11,36.63,12147,Koongamia,312000,3,1,6056,Perth
134,2007-11,36.63,21068,Mundijong,397500,3,2,6123,Perth
135,2007-12,36.63,2691,Peppermint Grove,1980000,4,3,6011,Perth
136,2007-12,36.63,3202,Woodbridge,510000,3,2,6056,Perth
137,2007-12,36.63,4754,Ashfield,405000,3,1,6054,Perth
138,2007-12,36.63,4992,Mariginiup,730000,4,2,6078,Perth
139,2007-12,36.63,7097,Menora,750000,5,1,6050,Perth
140,2007-12,36.63,9817,Karnup,1700000,4,2,6176,Perth
141,2007-12,36.63,11129,Ashfield,405000,3,1,6054,Perth
142,2007-12,36.63,24607,Daglish,875000,3,2,6008,Perth
143,2008-01,60.8,225,Sawyers Valley,405000,2,1,6074,Perth
144,2008-01,60.8,611,Mardella,679000,4,2,6125,Perth
145,2008-01,60.8,4601,Ashfield,400000,3,1,6054,Perth
146,2008-01,60.8,7811,Kiara,410000,4,2,6054,Perth
147,2008-01,60.8,10361,Casuarina,640000,4,1,6167,Perth
148,2008-01,60.8,10483,Menora,1465000,4,2,6050,Perth
149,2008-01,60.8,12362,Viveash,489000,3,2,6056,Perth
150,2008-01,60.8,18022,Ashfield,414000,3,1,6054,Perth
151,2008-01,60.8,18459,Samson,610000,4,2,6163,Perth
152,2008-01,60.8,21050,West Swan,970000,4,2,6055,Perth
153,2008-01,60.8,22924,Karawara,980000,5,2,6152,Perth
154,2008-02,60.8,4337,Jandabup,960000,4,2,6077,Perth
155,2008-02,60.8,4512,Viveash,400000,3,1,6056,Perth
156,2008-02,60.8,5977,Ashfield,690000,4,1,6054,Perth
157,2008-02,60.8,6261,Pickering Brook,640000,4,2,6076,Perth
158,2008-02,60.8,7703,Daglish,900000,4,2,6008,Perth
159,2008-02,60.8,7783,Menora,750000,3,1,6050,Perth
160,2008-02,60.8,10812,Ashfield,460000,4,2,6054,Perth
161,2008-02,60.8,13285,Mahogany Creek,430000,3,2,6072,Perth
162,2008-02,60.8,17454,Kiara,350000,3,1,6054,Perth
163,2008-02,60.8,18887,Woodbridge,925000,4,2,6056,Perth
164,2008-03,60.8,2192,Carmel,590000,4,2,6076,Perth
165,2008-03,60.8,4478,Belhus,1180000,5,2,6069,Perth
166,2008-03,60.8,7289,Neerabup,1273000,2,2,6031,Perth
167,2008-03,60.8,10062,Millendon,865000,5,2,6056,Perth
168,2008-03,60.8,10651,Boya,450000,3,1,6056,Perth
169,2008-03,60.8,10921,Mahogany Creek,1100000,4,2,6072,Perth
170,2008-03,60.8,15672,Menora,1000000,4,1,6050,Perth
171,2008-03,60.8,15879,Karawara,540000,3,2,6152,Perth
172,2008-03,60.8,16614,Karawara,855000,4,2,6152,Perth
173,2008-04,60.8,1280,Belhus,1017500,4,2,6069,Perth
174,2008-04,60.8,3416,Samson,695000,4,2,6163,Perth
175,2008-04,60.8,3732,Carmel,800000,3,2,6076,Perth
176,2008-04,60.8,3911,Carabooda,980000,4,2,6033,Perth
177,2008-04,60.8,6027,West Swan,740000,4,2,6055,Perth
178,2008-04,60.8,7697,Samson,477000,3,1,6163,Perth
179,2008-04,60.8,9468,Boya,410000,3,1,6056,Perth
180,2008-04,60.8,11034,Menora,1190000,3,1,6050,Perth
181,2008-04,60.8,11446,Millendon,760000,3,1,6056,Perth
182,2008-04,60.8,13222,Ashfield,415000,4,2,6054,Perth
183,2008-04,60.8,13476,Mundijong,405000,4,2,6123,Perth
184,2008-04,60.8,14431,Karawara,755000,4,2,6152,Perth
185,2008-04,60.8,14846,Karawara,755000,4,2,6152,Perth
186,2008-04,60.8,17361,Menora,1625000,4,2,6050,Perth
187,2008-04,60.8,21616,North Lake,559000,4,2,6163,Perth
188,2008-04,60.8,22611,Viveash,360000,3,1,6056,Perth
189,2008-04,60.8,24787,Boya,489000,4,2,6056,Perth
190,2008-05,60.8,9452,Bickley,440000,2,1,6076,Perth
191,2008-05,60.8,11111,Cardup,880000,4,2,6122,Perth
192,2008-05,60.8,14289,Mahogany Creek,377000,3,1,6072,Perth
193,2008-05,60.8,14532,Mahogany Creek,717500,4,2,6072,Perth
194,2008-05,60.8,16706,Herne Hill,350000,3,1,6056,Perth
195,2008-05,60.8,18527,Gnangara,1700000,5,2,6077,Perth
196,2008-05,60.8,20837,Mariginiup,970000,4,2,6078,Perth
197,2008-06,60.8,520,Woodbridge,316000,3,1,6056,Perth
198,2008-06,60.8,802,Martin,870000,4,2,6110,Perth
199,2008-06,60.8,4980,Daglish,810000,2,1,6008,Perth
200,2008-06,60.8,7612,Viveash,379000,4,1,6056,Perth
201,2008-06,60.8,11101,Ashfield,540000,4,2,6054,Perth
202,2008-06,60.8,11109,Koongamia,280000,4,2,6056,Perth
203,2008-06,60.8,12465,North Lake,610000,4,2,6163,Perth
204,2008-06,60.8,17319,Viveash,450000,3,1,6056,Perth
205,2008-06,60.8,18784,Karawara,718000,3,2,6152,Perth
206,2008-06,60.8,23962,Sawyers Valley,465000,4,2,6074,Perth
207,2008-06,60.8,24139,Mundijong,390000,3,2,6123,Perth
208,2008-07,60.8,682,North Lake,700000,4,3,6163,Perth
209,2008-07,60.8,1290,Hillman,265000,3,1,6168,Perth
210,2008-07,60.8,1522,Viveash,367000,3,1,6056,Perth
211,2008-07,60.8,2337,Herne Hill,650000,1,1,6056,Perth
212,2008-07,60.8,4334,Herne Hill,842500,3,1,6056,Perth
213,2008-07,60.8,4408,Cardup,450000,2,1,6122,Perth
214,2008-07,60.8,9013,Samson,745000,5,2,6163,Perth
215,2008-07,60.8,11448,Mundijong,423000,4,2,6123,Perth
216,2008-07,60.8,13416,Ashfield,300000,3,1,6054,Perth
217,2008-07,60.8,13984,Karawara,920000,4,2,6152,Perth
218,2008-07,60.8,14589,Hillman,250000,3,1,6168,Perth
219,2008-07,60.8,16107,Mahogany Creek,515000,4,2,6072,Perth
220,2008-07,60.8,23897,Koongamia,337000,3,1,6056,Perth
221,2008-08,60.8,2121,Karnup,790000,3,1,6176,Perth
222,2008-08,60.8,2214,Menora,875000,4,2,6050,Perth
223,2008-08,60.8,7849,Hazelmere,305000,2,1,6055,Perth
224,2008-08,60.8,8576,Kiara,383000,3,2,6054,Perth
225,2008-08,60.8,9983,Gnangara,1500000,6,3,6077,Perth
226,2008-08,60.8,15465,Karnup,975000,4,2,6176,Perth
227,2008-08,60.8,16391,Martin,2200000,6,3,6110,Perth
228,2008-08,60.8,16726,Hillman,275000,3,1,6168,Perth
229,2008-08,60.8,17721,Woodbridge,750000,3,2,6056,Perth
230,2008-08,60.8,19230,Menora,1180000,5,2,6050,Perth
231,2008-08,60.8,19403,Karragullen,290000,2,1,6111,Perth
232,2008-08,60.8,23304,Kiara,352000,3,1,6054,Perth
233,2008-09,60.8,1603,Walliston,400000,4,2,6076,Perth
234,2008-09,60.8,2652,Bickley,780000,3,2,6076,Perth
235,2008-09,60.8,4218,Hillman,282500,4,2,6168,Perth
236,2008-09,60.8,8087,Coolbinia,895000,3,2,6050,Perth
237,2008-09,60.8,8947,Ashfield,438000,4,2,6054,Perth
238,2008-09,60.8,9351,Bickley,650000,3,2,6076,Perth
239,2008-09,60.8,11578,Mahogany Creek,485000,3,1,6072,Perth
240,2008-09,60.8,22218,Samson,497000,4,2,6163,Perth
241,2008-09,60.8,22558,Daglish,760000,3,2,6008,Perth
242,2008-09,60.8,24543,Kiara,395000,4,2,6054,Perth
243,2008-09,60.8,24654,Hovea,1100000,3,2,6071,Perth
244,2008-10,60.8,135,Kiara,490000,4,2,6054,Perth
245,2008-10,60.8,1063,Kiara,420000,4,2,6054,Perth
246,2008-10,60.8,1564,Kiara,465000,4,2,6054,Perth
247,2008-10,60.8,2019,Brigadoon,950000,4,2,6069,Perth
248,2008-10,60.8,2265,Hillman,318500,3,1,6168,Perth
249,2008-10,60.8,2643,Samson,427000,3,2,6163,Perth
250,2008-10,60.8,3359,Mundijong,400000,3,2,6123,Perth
251,2008-10,60.8,5246,Sawyers Valley,486500,4,2,6074,Perth
252,2008-10,60.8,7561,Menora,1400000,4,2,6050,Perth
253,2008-10,60.8,7928,Woodbridge,305000,3,1,6056,Perth
254,2008-10,60.8,8931,Herne Hill,1050000,1,2,6056,Perth
255,2008-10,60.8,10561,Wooroloo,560000,4,1,6558,Perth
256,2008-10,60.8,11275,Mahogany Creek,500000,4,2,6072,Perth
257,2008-10,60.8,16355,Pickering Brook,510000,4,1,6076,Perth
258,2008-10,60.8,16454,Karragullen,500000,4,1,6111,Perth
259,2008-10,60.8,18439,Carabooda,980000,4,2,6033,Perth
260,2008-10,60.8,22480,Sawyers Valley,435000,3,1,6074,Perth
261,2008-10,60.8,24183,Sawyers Valley,578000,4,2,6074,Perth
262,2008-11,60.8,1882,Walliston,389000,3,1,6076,Perth
263,2008-11,60.8,4269,Hovea,715000,3,1,6071,Perth
264,2008-11,60.8,11237,North Lake,610000,4,2,6163,Perth
265,2008-11,60.8,12298,Mahogany Creek,450000,4,2,6072,Perth
266,2008-11,60.8,13527,Anketell,925000,5,2,6167,Perth
267,2008-11,60.8,16313,Wooroloo,297000,4,1,6558,Perth
268,2008-11,60.8,18517,Pickering Brook,405000,3,1,6076,Perth
269,2008-11,60.8,20917,Martin,400000,4,2,6110,Perth
270,2008-11,60.8,21165,Herne Hill,450000,3,2,6056,Perth
271,2008-11,60.8,23006,Karawara,350500,3,1,6152,Perth
272,2008-11,60.8,24361,Kiara,410000,4,2,6054,Perth
273,2008-11,60.8,24669,Hillman,230000,3,1,6168,Perth
274,2008-12,71.7,63,Woodbridge,900000,4,2,6056,Perth
275,2008-12,71.7,1100,Hovea,702000,4,2,6071,Perth
276,2008-12,71.7,7336,Karawara,455000,3,2,6152,Perth
277,2008-12,71.7,7728,Samson,390000,4,1,6163,Perth
278,2008-12,71.7,10209,Brigadoon,835000,4,2,6069,Perth
279,2008-12,71.7,13572,Viveash,299000,3,2,6056,Perth
280,2008-12,71.7,18840,Woodbridge,410000,5,1,6056,Perth
281,2008-12,71.7,20269,Hillman,252000,3,1,6168,Perth
282,2008-12,71.7,23514,Karragullen,480000,4,1,6111,Perth
283,2008-12,71.7,24330,Orange Grove,870000,3,2,6109,Perth
284,2009-01,73.4,2269,Sawyers Valley,475000,3,1,6074,Perth
285,2009-01,73.4,3946,Menora,882000,2,1,6050,Perth
286,2009-01,73.4,4926,Boya,695000,4,2,6056,Perth
287,2009-01,73.4,5371,Coolbinia,1575000,4,2,6050,Perth
288,2009-01,73.4,5644,Daglish,850000,2,1,6008,Perth
289,2009-01,73.4,8908,Upper Swan,1300000,2,2,6069,Perth
290,2009-01,73.4,9530,Ashfield,380000,3,1,6054,Perth
291,2009-01,73.4,9967,Mahogany Creek,420000,4,2,6072,Perth
292,2009-01,73.4,13999,Hillman,280000,3,1,6168,Perth
293,2009-01,73.4,15103,Mahogany Creek,315000,3,1,6072,Perth
294,2009-01,73.4,15715,Daglish,1100000,4,2,6008,Perth
295,2009-01,73.4,16028,Karawara,680000,3,2,6152,Perth
296,2009-01,73.4,16041,Boya,436500,2,1,6056,Perth
297,2009-01,73.4,16312,Karnup,1150000,4,2,6176,Perth
298,2009-01,73.4,17450,Karawara,800000,6,3,6152,Perth
299,2009-01,73.4,18476,Karawara,670000,4,2,6152,Perth
300,2009-01,73.4,20079,Upper Swan,1450000,4,2,6069,Perth
301,2009-01,73.4,20798,O'Connor,400000,2,1,6163,Perth
302,2009-01,73.4,23615,Hillman,320000,3,1,6168,Perth
303,2009-02,72.7,822,Walliston,385000,4,1,6076,Perth
304,2009-02,72.7,2760,Daglish,960000,3,2,6008,Perth
305,2009-02,72.7,3982,Herne Hill,325000,3,1,6056,Perth
306,2009-02,72.7,4212,Woodbridge,741000,4,3,6056,Perth
307,2009-02,72.7,4744,Mundijong,350000,3,1,6123,Perth
308,2009-02,72.7,5426,Anketell,800000,5,2,6167,Perth
309,2009-02,72.7,6174,Samson,410000,3,1,6163,Perth
310,2009-02,72.7,8580,Upper Swan,620000,4,2,6069,Perth
311,2009-02,72.7,10541,Daglish,1025000,4,2,6008,Perth
312,2009-02,72.7,14376,Hillman,265000,3,1,6168,Perth
313,2009-02,72.7,15004,Gnangara,1175000,4,2,6077,Perth
314,2009-02,72.7,15924,Woodbridge,351000,3,1,6056,Perth
315,2009-02,72.7,15935,Woodbridge,300000,3,1,6056,Perth
316,2009-02,72.7,16231,Ashfield,205000,4,2,6054,Perth
317,2009-02,72.7,17368,Koongamia,262000,3,1,6056,Perth
318,2009-02,72.7,18835,Herne Hill,355000,3,1,6056,Perth
319,2009-02,72.7,21034,Menora,851500,4,3,6050,Perth
320,2009-02,72.7,21905,Woodbridge,590000,4,2,6056,Perth
321,2009-03,59.6,250,Hillman,315000,4,2,6168,Perth
322,2009-03,59.6,2135,Carmel,950000,6,3,6076,Perth
323,2009-03,59.6,2764,Samson,491000,4,2,6163,Perth
324,2009-03,59.6,7363,Herne Hill,370000,3,1,6056,Perth
325,2009-03,59.6,7793,Woodbridge,622500,3,1,6056,Perth
326,2009-03,59.6,10722,Coolbinia,805000,2,1,6050,Perth
327,2009-03,59.6,10941,Herne Hill,865000,4,2,6056,Perth
328,2009-03,59.6,11584,Menora,760000,3,2,6050,Perth
329,2009-03,59.6,11747,Karawara,690000,4,2,6152,Perth
330,2009-03,59.6,13514,Menora,750000,3,1,6050,Perth
331,2009-03,59.6,14771,Karawara,808000,4,3,6152,Perth
332,2009-03,59.6,16034,Watermans Bay,1200000,3,1,6020,Perth
333,2009-03,59.6,18578,North Lake,405000,3,1,6163,Perth
334,2009-03,59.6,20726,Hillman,248000,3,1,6168,Perth
335,2009-03,59.6,21010,Hillman,290000,3,1,6168,Perth
336,2009-03,59.6,21885,Samson,500000,3,1,6163,Perth
337,2009-03,59.6,23922,Woodbridge,830000,4,3,6056,Perth
338,2009-04,60.6,1679,Carmel,359000,3,2,6076,Perth
339,2009-04,60.6,3364,Koongamia,275000,3,1,6056,Perth
340,2009-04,60.6,4657,Hillman,220000,3,1,6168,Perth
341,2009-04,60.6,5657,Boya,400000,3,2,6056,Perth
342,2009-04,60.6,5712,Herne Hill,1200000,4,1,6056,Perth
343,2009-04,60.6,6025,Boya,385000,4,2,6056,Perth
344,2009-04,60.6,6643,Viveash,393000,3,1,6056,Perth
345,2009-04,60.6,11870,Mahogany Creek,290000,2,2,6072,Perth
346,2009-04,60.6,12443,Kiara,345000,3,1,6054,Perth
347,2009-04,60.6,12461,North Lake,425000,3,1,6163,Perth
348,2009-04,60.6,13833,Mahogany Creek,480000,4,1,6072,Perth
349,2009-04,60.6,13876,Cardup,535000,4,2,6122,Perth
350,2009-04,60.6,14364,North Lake,600000,4,2,6163,Perth
351,2009-04,60.6,18316,North Lake,427000,3,1,6163,Perth
352,2009-04,60.6,20308,Hillman,280000,3,1,6168,Perth
353,2009-04,60.6,20399,Cardup,900000,4,2,6122,Perth
354,2009-04,60.6,22143,Hillman,284000,3,1,6168,Perth
355,2009-05,65.0,1105,North Lake,815000,4,2,6163,Perth
356,2009-05,65.0,5219,North Lake,485000,4,2,6163,Perth
357,2009-05,65.0,6035,Ashfield,430000,3,2,6054,Perth
358,2009-05,65.0,8585,North Lake,625000,3,2,6163,Perth
359,2009-05,65.0,9384,Mahogany Creek,480000,4,2,6072,Perth
360,2009-05,65.0,11882,Carabooda,1210000,4,2,6033,Perth
361,2009-05,65.0,12962,Coolbinia,1080000,3,1,6050,Perth
362,2009-05,65.0,13949,Mariginiup,890000,4,2,6078,Perth
363,2009-05,65.0,16778,Karawara,805000,4,2,6152,Perth
364,2009-05,65.0,20015,Mardella,520000,4,2,6125,Perth
365,2009-05,65.0,20047,Wooroloo,378000,4,1,6558,Perth
366,2009-05,65.0,22743,Karawara,610000,5,2,6152,Perth
367,2009-05,65.0,23541,Hovea,795000,4,2,6071,Perth
368,2009-06,78.2,313,Bickley,1000000,5,3,6076,Perth
369,2009-06,78.2,1217,Watermans Bay,2300000,4,3,6020,Perth
370,2009-06,78.2,1866,Koongamia,280000,2,1,6056,Perth
371,2009-06,78.2,3045,Hillman,300000,4,2,6168,Perth
372,2009-06,78.2,4496,Hillman,293000,4,2,6168,Perth
373,2009-06,78.2,5457,Ashfield,515000,4,2,6054,Perth
374,2009-06,78.2,5812,Karawara,515000,3,2,6152,Perth
375,2009-06,78.2,5848,Jarrahdale,320000,4,1,6124,Perth
376,2009-06,78.2,6011,Boya,397000,3,1,6056,Perth
377,2009-06,78.2,6214,Carmel,834000,5,2,6076,Perth
378,2009-06,78.2,7650,Kiara,365000,3,1,6054,Perth
379,2009-06,78.2,8800,Daglish,880000,2,1,6008,Perth
380,2009-06,78.2,12453,Hillman,335000,4,1,6168,Perth
381,2009-06,78.2,21648,Hillman,355000,4,2,6168,Perth
382,2009-06,78.2,22760,Mariginiup,840000,4,2,6078,Perth
383,2009-06,78.2,23114,Kiara,367500,3,1,6054,Perth
384,2009-06,78.2,23367,Karawara,712500,4,2,6152,Perth
385,2009-06,78.2,23588,Forrestdale,675000,4,2,6112,Perth
386,2009-06,78.2,24117,Jarrahdale,275000,4,1,6124,Perth
387,2009-07,95.3,2525,Koongamia,330000,3,1,6056,Perth
388,2009-07,95.3,2529,Menora,1630000,5,3,6050,Perth
389,2009-07,95.3,2553,Hillman,290000,3,1,6168,Perth
390,2009-07,95.3,2859,Menora,820000,3,1,6050,Perth
391,2009-07,95.3,3406,Coolbinia,810000,3,1,6050,Perth
392,2009-07,95.3,3418,Menora,2100000,4,2,6050,Perth
393,2009-07,95.3,4403,Upper Swan,1175000,4,2,6069,Perth
394,2009-07,95.3,7001,Menora,1100000,3,1,6050,Perth
395,2009-07,95.3,7487,Koongamia,316500,2,1,6056,Perth
396,2009-07,95.3,8663,Samson,490000,4,2,6163,Perth
397,2009-07,95.3,11557,Hovea,1100000,3,2,6071,Perth
398,2009-07,95.3,14918,Mahogany Creek,580000,4,2,6072,Perth
399,2009-07,95.3,15167,Mundijong,385000,4,2,6123,Perth
400,2009-07,95.3,15299,Kiara,400000,3,1,6054,Perth
401,2009-07,95.3,15355,Boya,631000,4,2,6056,Perth
402,2009-07,95.3,17732,Woodbridge,910000,3,2,6056,Perth
403,2009-07,95.3,17889,Mahogany Creek,555000,4,2,6072,Perth
404,2009-07,95.3,17946,Koongamia,292000,3,1,6056,Perth
405,2009-07,95.3,18563,Coolbinia,1610000,5,3,6050,Perth
406,2009-07,95.3,20017,Ashfield,100000,2,1,6054,Perth
407,2009-07,95.3,22711,Wooroloo,415000,4,2,6558,Perth
408,2009-07,95.3,22908,Hazelmere,610000,4,2,6055,Perth
409,2009-07,95.3,23365,Coolbinia,800000,2,2,6050,Perth
410,2009-07,95.3,24059,Mahogany Creek,409000,4,1,6072,Perth
