,Date,Iron_Price,SUBURB,PRICE,BEDROOMS,BATHROOMS,POSTCODE,CITY
144108,2016-05,49.6,Woolooware,1470000,4.0,2,2230,Sydney
144114,2016-05,49.6,Drummoyne,2310000,4.0,2,2047,Sydney
144119,2016-05,49.6,Drummoyne,2900000,4.0,2,2047,Sydney
144123,2016-05,49.6,Bayview,1697000,4.0,2,2104,Sydney
144124,2016-05,49.6,Mount Annan,712000,4.0,2,2567,Sydney
144126,2016-05,49.6,Currans Hill,760000,4.0,2,2567,Sydney
144130,2016-05,49.6,Harrington Park,955000,4.0,2,2567,Sydney
144131,2016-05,49.6,Mount Annan,727000,4.0,2,2567,Sydney
144132,2016-05,49.6,Harrington Park,895000,4.0,2,2567,Sydney
144133,2016-05,49.6,Harrington Park,1045000,4.0,2,2567,Sydney
144134,2016-05,49.6,Harrington Park,776000,4.0,2,2567,Sydney
144135,2016-05,49.6,Mount Annan,765000,4.0,2,2567,Sydney
144136,2016-05,49.6,Harrington Park,705000,4.0,2,2567,Sydney
144137,2016-05,49.6,Mount Annan,606000,4.0,2,2567,Sydney
144141,2016-05,49.6,Narellan Vale,820000,4.0,2,2567,Sydney
144146,2016-05,49.6,Frenchs Forest,1390000,4.0,2,2086,Sydney
144152,2016-05,49.6,Penshurst,1805000,4.0,2,2222,Sydney
144160,2016-05,49.6,Holsworthy,780000,4.0,2,2173,Sydney
144161,2016-05,49.6,Wattle Grove,810000,4.0,2,2173,Sydney
144162,2016-05,49.6,Wattle Grove,792000,4.0,2,2173,Sydney
144167,2016-05,49.6,Wattle Grove,850000,4.0,2,2173,Sydney
144168,2016-05,49.6,Wattle Grove,660000,4.0,2,2173,Sydney
144169,2016-05,49.6,Beacon Hill,1330000,4.0,2,2100,Sydney
144174,2016-05,49.6,Beacon Hill,1363000,4.0,2,2100,Sydney
144187,2016-05,49.6,St Ives,1330000,4.0,2,2075,Sydney
144188,2016-05,49.6,St Ives,1680000,4.0,2,2075,Sydney
144190,2016-05,49.6,St Ives,1585000,4.0,2,2075,Sydney
144201,2016-05,49.6,Marrickville,1720000,4.0,2,2204,Sydney
144214,2016-05,49.6,Hurstville,1630000,4.0,2,2220,Sydney
144215,2016-05,49.6,Hurstville,1610000,4.0,2,2220,Sydney
144227,2016-05,49.6,Yarrawarrah,910000,4.0,2,2233,Sydney
144229,2016-05,49.6,Engadine,900000,4.0,2,2233,Sydney
144230,2016-05,49.6,Engadine,1251000,4.0,2,2233,Sydney
144235,2016-05,49.6,Heathcote,890000,4.0,2,2233,Sydney
144241,2016-05,49.6,Revesby,773000,4.0,2,2212,Sydney
144242,2016-05,49.6,Revesby,930000,4.0,2,2212,Sydney
144243,2016-05,49.6,Revesby,920000,4.0,2,2212,Sydney
144247,2016-05,49.6,Revesby,925000,4.0,2,2212,Sydney
144250,2016-05,49.6,Revesby Heights,1190000,4.0,2,2212,Sydney
144254,2016-05,49.6,Rose Bay,4200000,4.0,2,2029,Sydney
144265,2016-05,49.6,Chatswood,3100000,4.0,2,2067,Sydney
144270,2016-05,49.6,Chatswood,1460000,4.0,2,2067,Sydney
144271,2016-05,49.6,Chatswood,2843000,4.0,2,2067,Sydney
144275,2016-05,49.6,Bexley North,1400000,4.0,2,2207,Sydney
144280,2016-05,49.6,Bexley,964000,4.0,2,2207,Sydney
144292,2016-05,49.6,Sandy Point,1135000,4.0,2,2172,Sydney
144297,2016-05,49.6,Gregory Hills,770000,4.0,2,2557,Sydney
144298,2016-05,49.6,Gregory Hills,829990,4.0,2,2557,Sydney
144299,2016-05,49.6,Gledswood Hills,737500,4.0,2,2557,Sydney
144300,2016-05,49.6,Gregory Hills,670000,4.0,2,2557,Sydney
144302,2016-05,49.6,Gregory Hills,760000,4.0,2,2557,Sydney
144305,2016-05,49.6,Gregory Hills,715000,4.0,2,2557,Sydney
144306,2016-05,49.6,Gledswood Hills,710000,4.0,2,2557,Sydney
144307,2016-05,49.6,Gregory Hills,730000,4.0,2,2557,Sydney
144308,2016-05,49.6,Gregory Hills,680000,4.0,2,2557,Sydney
144309,2016-05,49.6,Gregory Hills,838888,4.0,2,2557,Sydney
144310,2016-05,49.6,Gledswood Hills,872150,4.0,2,2557,Sydney
144314,2016-05,49.6,Cremorne,2112000,4.0,2,2090,Sydney
144318,2016-05,49.6,Bass Hill,821500,4.0,2,2197,Sydney
144321,2016-05,49.6,Castle Hill,1268000,4.0,2,2154,Sydney
144326,2016-05,49.6,Castle Hill,1328000,4.0,2,2154,Sydney
144327,2016-05,49.6,Castle Hill,1225000,4.0,2,2154,Sydney
144328,2016-05,49.6,Castle Hill,1030000,4.0,2,2154,Sydney
144331,2016-05,49.6,Castle Hill,1210000,4.0,2,2154,Sydney
144332,2016-05,49.6,Castle Hill,1300000,4.0,2,2154,Sydney
144333,2016-05,49.6,Castle Hill,1235000,4.0,2,2154,Sydney
144338,2016-05,49.6,Castle Hill,1240000,4.0,2,2154,Sydney
144340,2016-05,49.6,Castle Hill,1175000,4.0,2,2154,Sydney
144342,2016-05,49.6,Castle Hill,1320000,4.0,2,2154,Sydney
144343,2016-05,49.6,Castle Hill,1375000,4.0,2,2154,Sydney
144344,2016-05,49.6,Castle Hill,1340000,4.0,2,2154,Sydney
144348,2016-05,49.6,Castle Hill,870000,4.0,2,2154,Sydney
144352,2016-05,49.6,Castle Hill,1268000,4.0,2,2154,Sydney
144359,2016-05,49.6,Ermington,1280000,4.0,2,2115,Sydney
144362,2016-05,49.6,Ermington,1140000,4.0,2,2115,Sydney
144367,2016-05,49.6,Neutral Bay,2606000,4.0,2,2089,Sydney
144368,2016-05,49.6,Neutral Bay,3200000,4.0,2,2089,Sydney
144369,2016-05,49.6,Chipping Norton,985000,4.0,2,2170,Sydney
144376,2016-05,49.6,Prestons,910000,4.0,2,2170,Sydney
144377,2016-05,49.6,Casula,860000,4.0,2,2170,Sydney
144383,2016-05,49.6,Chipping Norton,760000,4.0,2,2170,Sydney
144389,2016-05,49.6,Chipping Norton,862500,4.0,2,2170,Sydney
144390,2016-05,49.6,Abbotsbury,1416000,4.0,2,2176,Sydney
144401,2016-05,49.6,Edensor Park,810000,4.0,2,2176,Sydney
144406,2016-05,49.6,Prairiewood,848000,4.0,2,2176,Sydney
144410,2016-05,49.6,Bossley Park,840000,4.0,2,2176,Sydney
144414,2016-05,49.6,Bossley Park,730000,4.0,2,2176,Sydney
144416,2016-05,49.6,Edensor Park,1010000,4.0,2,2176,Sydney
144417,2016-05,49.6,Greenfield Park,690000,4.0,2,2176,Sydney
144420,2016-05,49.6,Collaroy Plateau,1320000,4.0,2,2097,Sydney
144426,2016-05,49.6,Collaroy Plateau,1992000,4.0,2,2097,Sydney
144433,2016-05,49.6,Minto,720000,4.0,2,2566,Sydney
144436,2016-05,49.6,Raby,675000,4.0,2,2566,Sydney
144437,2016-05,49.6,Minto,600000,4.0,2,2566,Sydney
144447,2016-05,49.6,Bow Bowing,650000,4.0,2,2566,Sydney
144452,2016-05,49.6,Minto,785000,4.0,2,2566,Sydney
144453,2016-05,49.6,St Andrews,665000,4.0,2,2566,Sydney
144458,2016-05,49.6,Granville,920000,4.0,2,2142,Sydney
144467,2016-05,49.6,Granville,755000,4.0,2,2142,Sydney
144469,2016-05,49.6,Granville,700000,4.0,2,2142,Sydney
144475,2016-05,49.6,Epping,1440000,4.0,2,2121,Sydney
144481,2016-05,49.6,Epping,1830000,4.0,2,2121,Sydney
144482,2016-05,49.6,North Epping,1680000,4.0,2,2121,Sydney
144492,2016-05,49.6,Earlwood,1805000,4.0,2,2206,Sydney
144513,2016-05,49.6,Lindfield,1937000,4.0,2,2070,Sydney
144514,2016-05,49.6,East Lindfield,2000000,4.0,2,2070,Sydney
144516,2016-05,49.6,Bonnyrigg Heights,727000,4.0,2,2177,Sydney
144520,2016-05,49.6,Bonnyrigg Heights,855000,4.0,2,2177,Sydney
144522,2016-05,49.6,Bonnyrigg Heights,755000,4.0,2,2177,Sydney
144527,2016-05,49.6,Edgecliff,2420000,4.0,2,2027,Sydney
144540,2016-05,49.6,Pemulwuy,920000,4.0,2,2145,Sydney
144545,2016-05,49.6,Pemulwuy,940000,4.0,2,2145,Sydney
144548,2016-05,49.6,Constitution Hill,960000,4.0,2,2145,Sydney
144550,2016-05,49.6,Pemulwuy,830000,4.0,2,2145,Sydney
144564,2016-05,49.6,Botany,1200000,4.0,2,2019,Sydney
144568,2016-05,49.6,Macquarie Fields,660000,4.0,2,2564,Sydney
144570,2016-05,49.6,Macquarie Fields,640000,4.0,2,2564,Sydney
144575,2016-05,49.6,Macquarie Fields,650000,4.0,2,2564,Sydney
144581,2016-05,49.6,Macquarie Fields,635000,4.0,2,2564,Sydney
144587,2016-05,49.6,Church Point,1890000,4.0,2,2105,Sydney
144592,2016-05,49.6,Ashfield,1535000,4.0,2,2131,Sydney
144593,2016-05,49.6,Ashfield,1900000,4.0,2,2131,Sydney
144595,2016-05,49.6,Ashfield,1348000,4.0,2,2131,Sydney
144599,2016-05,49.6,Strathfield,1630000,4.0,2,2135,Sydney
144601,2016-05,49.6,Strathfield,2715000,4.0,2,2135,Sydney
144606,2016-05,49.6,Strathfield,2006000,4.0,2,2135,Sydney
144617,2016-05,49.6,Russell Lea,1855000,4.0,2,2046,Sydney
144622,2016-05,49.6,Chiswick,1960000,4.0,2,2046,Sydney
144636,2016-05,49.6,Camperdown,2217000,4.0,2,2050,Sydney
144637,2016-05,49.6,Balmain,2675000,4.0,2,2041,Sydney
144651,2016-05,49.6,Balmain East,3000000,4.0,2,2041,Sydney
144660,2016-05,49.6,Middle Cove,1600000,4.0,2,2068,Sydney
144665,2016-05,49.6,Castlecrag,2210000,4.0,2,2068,Sydney
144666,2016-05,49.6,Willoughby,1820000,4.0,2,2068,Sydney
144667,2016-05,49.6,Willoughby,2630000,4.0,2,2068,Sydney
144674,2016-05,49.6,Castlecrag,2055000,4.0,2,2068,Sydney
144678,2016-05,49.6,Willoughby,2750000,4.0,2,2068,Sydney
144682,2016-05,49.6,Condell Park,767500,4.0,2,2200,Sydney
144701,2016-05,49.6,Putney,1560000,4.0,2,2112,Sydney
144708,2016-05,49.6,Leichhardt,2700000,4.0,2,2040,Sydney
144720,2016-05,49.6,Leichhardt,1975000,4.0,2,2040,Sydney
144739,2016-05,49.6,Thornleigh,1710000,4.0,2,2120,Sydney
144741,2016-05,49.6,Thornleigh,1225000,4.0,2,2120,Sydney
144747,2016-05,49.6,Thornleigh,1130000,4.0,2,2120,Sydney
144748,2016-05,49.6,Pennant Hills,1190000,4.0,2,2120,Sydney
144750,2016-05,49.6,Thornleigh,980500,4.0,2,2120,Sydney
144758,2016-05,49.6,Rockdale,960000,4.0,2,2216,Sydney
144760,2016-05,49.6,Wilton,880000,4.0,2,2571,Sydney
144761,2016-05,49.6,Wilton,737000,4.0,2,2571,Sydney
144762,2016-05,49.6,Balmoral,865000,4.0,2,2571,Sydney
144763,2016-05,49.6,Buxton,750000,4.0,2,2571,Sydney
144764,2016-05,49.6,Wilton,623000,4.0,2,2571,Sydney
144766,2016-05,49.6,Wilton,590000,4.0,2,2571,Sydney
144769,2016-05,49.6,Razorback,1160000,4.0,2,2571,Sydney
144781,2016-05,49.6,Thirlmere,585000,4.0,2,2572,Sydney
144782,2016-05,49.6,Thirlmere,632000,4.0,2,2572,Sydney
144783,2016-05,49.6,Thirlmere,560000,4.0,2,2572,Sydney
144789,2016-05,49.6,West Pennant Hills,1210000,4.0,2,2125,Sydney
144794,2016-05,49.6,West Pennant Hills,1472000,4.0,2,2125,Sydney
144797,2016-05,49.6,West Pennant Hills,1700000,4.0,2,2125,Sydney
144803,2016-05,49.6,West Pennant Hills,1010000,4.0,2,2125,Sydney
144809,2016-05,49.6,Northmead,1150000,4.0,2,2152,Sydney
144818,2016-05,49.6,Northmead,1180000,4.0,2,2152,Sydney
144820,2016-05,49.6,Maroubra,1720000,4.0,2,2035,Sydney
144835,2016-05,49.6,Woodpark,695000,4.0,2,2164,Sydney
144839,2016-05,49.6,Smithfield,800000,4.0,2,2164,Sydney
144841,2016-05,49.6,Smithfield,680000,4.0,2,2164,Sydney
144851,2016-05,49.6,Croydon Park,1465000,4.0,2,2133,Sydney
144864,2016-05,49.6,Cromer,1725000,4.0,2,2099,Sydney
144872,2016-05,49.6,Narraweena,1620000,4.0,2,2099,Sydney
144890,2016-05,49.6,Crows Nest,2060000,4.0,2,2065,Sydney
144917,2016-05,49.6,Sylvania Waters,1510000,4.0,2,2224,Sydney
144921,2016-05,49.6,Strathfield South,1675000,4.0,2,2136,Sydney
144925,2016-05,49.6,Villawood,715000,4.0,2,2163,Sydney
144935,2016-05,49.6,North Rocks,1225000,4.0,2,2151,Sydney
144938,2016-05,49.6,Londonderry,1500000,4.0,2,2753,Sydney
144941,2016-05,49.6,Yarramundi,1140000,4.0,2,2753,Sydney
144944,2016-05,49.6,Bowen Mountain,785000,4.0,2,2753,Sydney
144948,2016-05,49.6,Londonderry,850000,4.0,2,2753,Sydney
144957,2016-05,49.6,Londonderry,1510000,4.0,2,2753,Sydney
144963,2016-05,49.6,Randwick,1750000,4.0,2,2031,Sydney
144964,2016-05,49.6,Clovelly,5200000,4.0,2,2031,Sydney
144965,2016-05,49.6,Randwick,2100000,4.0,2,2031,Sydney
144971,2016-05,49.6,Randwick,2450000,4.0,2,2031,Sydney
144976,2016-05,49.6,Randwick,2360000,4.0,2,2031,Sydney
144978,2016-05,49.6,Queens Park,2650000,4.0,2,2022,Sydney
144980,2016-05,49.6,Queens Park,3200000,4.0,2,2022,Sydney
144986,2016-05,49.6,Kings Langley,920000,4.0,2,2147,Sydney
144994,2016-05,49.6,Seven Hills,765000,4.0,2,2147,Sydney
145006,2016-05,49.6,Beecroft,1200000,4.0,2,2119,Sydney
145007,2016-05,49.6,Beecroft,1390000,4.0,2,2119,Sydney
145008,2016-05,49.6,Beecroft,1999888,4.0,2,2119,Sydney
145009,2016-05,49.6,Beecroft,1735000,4.0,2,2119,Sydney
145011,2016-05,49.6,Beecroft,1687000,4.0,2,2119,Sydney
145012,2016-05,49.6,Cheltenham,1370000,4.0,2,2119,Sydney
145032,2016-05,49.6,Auburn,830000,4.0,2,2144,Sydney
145033,2016-05,49.6,Auburn,1730000,4.0,2,2144,Sydney
145035,2016-05,49.6,Glenhaven,1268000,4.0,2,2156,Sydney
145042,2016-05,49.6,North Bondi,2465000,4.0,2,2026,Sydney
145050,2016-05,49.6,North Bondi,2500000,4.0,2,2026,Sydney
145062,2016-05,49.6,Kingsgrove,1200000,4.0,2,2208,Sydney
145073,2016-05,49.6,East Ryde,1555000,4.0,2,2113,Sydney
145077,2016-05,49.6,North Ryde,1511000,4.0,2,2113,Sydney
145079,2016-05,49.6,East Ryde,1700000,4.0,2,2113,Sydney
145095,2016-05,49.6,Waverley,1705000,4.0,2,2024,Sydney
145102,2016-05,49.6,Vineyard,1070000,4.0,2,2765,Sydney
145105,2016-05,49.6,Box Hill,845000,4.0,2,2765,Sydney
145108,2016-05,49.6,Riverstone,759890,4.0,2,2765,Sydney
145109,2016-05,49.6,Riverstone,659000,4.0,2,2765,Sydney
145111,2016-05,49.6,Riverstone,673500,4.0,2,2765,Sydney
145112,2016-05,49.6,Riverstone,632800,4.0,2,2765,Sydney
145113,2016-05,49.6,Riverstone,630800,4.0,2,2765,Sydney
145118,2016-05,49.6,Artarmon,3200000,4.0,2,2064,Sydney
145124,2016-05,49.6,Artarmon,2500000,4.0,2,2064,Sydney
145127,2016-05,49.6,Blakehurst,1280000,4.0,2,2221,Sydney
145128,2016-05,49.6,Connells Point,1735000,4.0,2,2221,Sydney
145131,2016-05,49.6,South Hurstville,1331500,4.0,2,2221,Sydney
145135,2016-05,49.6,Lidcombe,1275000,4.0,2,2141,Sydney
145141,2016-05,49.6,Berala,1080000,4.0,2,2141,Sydney
145149,2016-05,49.6,Merrylands,810000,4.0,2,2160,Sydney
145150,2016-05,49.6,Merrylands,805000,4.0,2,2160,Sydney
145156,2016-05,49.6,Merrylands,810000,4.0,2,2160,Sydney
145159,2016-05,49.6,Merrylands,798000,4.0,2,2160,Sydney
145171,2016-05,49.6,Rhodes,1650000,4.0,2,2138,Sydney
145172,2016-05,49.6,Concord West,1425000,4.0,2,2138,Sydney
145182,2016-05,49.6,Dural,1100000,4.0,2,2158,Sydney
145194,2016-05,49.6,Ashbury,1440000,4.0,2,2193,Sydney
145195,2016-05,49.6,Turramurra,1745000,4.0,2,2074,Sydney
145196,2016-05,49.6,Turramurra,1720000,4.0,2,2074,Sydney
145198,2016-05,49.6,Warrawee,2770000,4.0,2,2074,Sydney
145204,2016-05,49.6,Turramurra,1380000,4.0,2,2074,Sydney
145210,2016-05,49.6,Manly,2715000,4.0,2,2095,Sydney
145213,2016-05,49.6,Manly,2810000,4.0,2,2095,Sydney
145219,2016-05,49.6,Millers Point,2650000,4.0,2,2000,Sydney
145223,2016-05,49.6,Cecil Park,2050000,4.0,2,2178,Sydney
145227,2016-05,49.6,Kogarah,1190000,4.0,2,2217,Sydney
145239,2016-05,49.6,Killarney Heights,2125000,4.0,2,2087,Sydney
145256,2016-05,49.6,Eastwood,1960000,4.0,2,2122,Sydney
145268,2016-05,49.6,Leppington,745000,4.0,2,2179,Sydney
145269,2016-05,49.6,Austral,420150,4.0,2,2179,Sydney
145272,2016-05,49.6,Austral,612790,4.0,2,2179,Sydney
145275,2016-05,49.6,Leppington,630000,4.0,2,2179,Sydney
145286,2016-05,49.6,Parklea,976000,4.0,2,2768,Sydney
145288,2016-05,49.6,Stanhope Gardens,850000,4.0,2,2768,Sydney
145289,2016-05,49.6,Parklea,835000,4.0,2,2768,Sydney
145291,2016-05,49.6,Glenwood,975000,4.0,2,2768,Sydney
145292,2016-05,49.6,Parklea,810000,4.0,2,2768,Sydney
145293,2016-05,49.6,Stanhope Gardens,895000,4.0,2,2768,Sydney
145294,2016-05,49.6,Glenwood,955000,4.0,2,2768,Sydney
145295,2016-05,49.6,Glenwood,870000,4.0,2,2768,Sydney
145297,2016-05,49.6,Glenwood,880000,4.0,2,2768,Sydney
145298,2016-05,49.6,Glenwood,855000,4.0,2,2768,Sydney
145301,2016-05,49.6,Glenwood,1092000,4.0,2,2768,Sydney
145304,2016-05,49.6,Terrey Hills,1336000,4.0,2,2084,Sydney
145305,2016-05,49.6,Terrey Hills,1640500,4.0,2,2084,Sydney
145309,2016-05,49.6,Hunters Hill,4190000,4.0,2,2110,Sydney
145312,2016-05,49.6,Minchinbury,680000,4.0,2,2770,Sydney
145316,2016-05,49.6,Minchinbury,819000,4.0,2,2770,Sydney
145326,2016-05,49.6,Beverly Hills,1210000,4.0,2,2209,Sydney
145328,2016-05,49.6,Narwee,1150000,4.0,2,2209,Sydney
145337,2016-05,49.6,Glenmore Park,855000,4.0,2,2745,Sydney
145343,2016-05,49.6,Glenmore Park,681000,4.0,2,2745,Sydney
145346,2016-05,49.6,Glenmore Park,680000,4.0,2,2745,Sydney
145349,2016-05,49.6,Glenmore Park,832000,4.0,2,2745,Sydney
145350,2016-05,49.6,Glenmore Park,725000,4.0,2,2745,Sydney
145353,2016-05,49.6,Luddenham,910000,4.0,2,2745,Sydney
145354,2016-05,49.6,Glenmore Park,699000,4.0,2,2745,Sydney
145356,2016-05,49.6,Glenmore Park,642000,4.0,2,2745,Sydney
145358,2016-05,49.6,Glenmore Park,722500,4.0,2,2745,Sydney
145360,2016-05,49.6,Glenmore Park,770000,4.0,2,2745,Sydney
145361,2016-05,49.6,Glenmore Park,745000,4.0,2,2745,Sydney
145362,2016-05,49.6,Glenmore Park,680000,4.0,2,2745,Sydney
145375,2016-05,49.6,Newtown,2000000,4.0,2,2042,Sydney
145382,2016-05,49.6,Kingsford,2735000,4.0,2,2032,Sydney
145395,2016-05,49.6,Warriewood,1656255,4.0,2,2102,Sydney
145397,2016-05,49.6,Warriewood,1402001,4.0,2,2102,Sydney
145403,2016-05,49.6,Roselands,890000,4.0,2,2196,Sydney
145406,2016-05,49.6,Punchbowl,1600000,4.0,2,2196,Sydney
145420,2016-05,49.6,Punchbowl,670000,4.0,2,2196,Sydney
145421,2016-05,49.6,Punchbowl,670000,4.0,2,2196,Sydney
145436,2016-05,49.6,Vaucluse,6875000,4.0,2,2030,Sydney
145437,2016-05,49.6,Vaucluse,3655000,4.0,2,2030,Sydney
145454,2016-05,49.6,Guildford,650000,4.0,2,2161,Sydney
145463,2016-05,49.6,Guildford,555000,4.0,2,2161,Sydney
145467,2016-05,49.6,Guildford,612000,4.0,2,2161,Sydney
145479,2016-05,49.6,Edmondson Park,667195,4.0,2,2174,Sydney
145487,2016-05,49.6,Yowie Bay,1200000,4.0,2,2228,Sydney
145491,2016-05,49.6,Haberfield,1600000,4.0,2,2045,Sydney
145494,2016-05,49.6,Lane Cove,1891000,4.0,2,2066,Sydney
145512,2016-05,49.6,Telopea,1360000,4.0,2,2117,Sydney
145517,2016-05,49.6,Telopea,1170000,4.0,2,2117,Sydney
145524,2016-05,49.6,Telopea,980000,4.0,2,2117,Sydney
145546,2016-05,49.6,Sans Souci,2550000,4.0,2,2219,Sydney
145549,2016-05,49.6,Newport,1385000,4.0,2,2106,Sydney
145568,2016-05,49.6,Rozelle,1830000,4.0,2,2039,Sydney
145574,2016-05,49.6,Rozelle,2075000,4.0,2,2039,Sydney
145579,2016-05,49.6,Como,1300000,4.0,2,2226,Sydney
145580,2016-05,49.6,Jannali,973000,4.0,2,2226,Sydney
145589,2016-05,49.6,Bonnet Bay,970000,4.0,2,2226,Sydney
145591,2016-05,49.6,Como,1200000,4.0,2,2226,Sydney
145597,2016-05,49.6,Fairfield,883000,4.0,2,2165,Sydney
145598,2016-05,49.6,Fairfield,599000,4.0,2,2165,Sydney
145611,2016-05,49.6,Fairfield West,770000,4.0,2,2165,Sydney
145617,2016-05,49.6,Fairfield,780000,4.0,2,2165,Sydney
145619,2016-05,49.6,Chester Hill,800000,4.0,2,2162,Sydney
145621,2016-05,49.6,Chester Hill,865000,4.0,2,2162,Sydney
145623,2016-05,49.6,Chester Hill,700000,4.0,2,2162,Sydney
145625,2016-05,49.6,Sefton,772000,4.0,2,2162,Sydney
145630,2016-05,49.6,North Narrabeen,1391000,4.0,2,2101,Sydney
145632,2016-05,49.6,North Narrabeen,1125000,4.0,2,2101,Sydney
145638,2016-05,49.6,Woolloomooloo,2150000,4.0,2,2011,Sydney
145642,2016-05,49.6,Padstow,1200000,4.0,2,2211,Sydney
145644,2016-05,49.6,Padstow,890000,4.0,2,2211,Sydney
145645,2016-05,49.6,Padstow,1202000,4.0,2,2211,Sydney
145648,2016-05,49.6,Padstow Heights,850000,4.0,2,2211,Sydney
145649,2016-05,49.6,Padstow,855000,4.0,2,2211,Sydney
145651,2016-05,49.6,Padstow Heights,900000,4.0,2,2211,Sydney
145654,2016-05,49.6,Northbridge,2568000,4.0,2,2063,Sydney
145660,2016-05,49.6,Leonay,860000,4.0,2,2750,Sydney
145664,2016-05,49.6,Emu Plains,730000,4.0,2,2750,Sydney
145670,2016-05,49.6,Emu Plains,690000,4.0,2,2750,Sydney
145671,2016-05,49.6,Jamisontown,655000,4.0,2,2750,Sydney
145674,2016-05,49.6,South Penrith,630000,4.0,2,2750,Sydney
145675,2016-05,49.6,Emu Heights,750000,4.0,2,2750,Sydney
145680,2016-05,49.6,Penrith,673000,4.0,2,2750,Sydney
145681,2016-05,49.6,Penrith,600000,4.0,2,2750,Sydney
145684,2016-05,49.6,Emu Heights,680000,4.0,2,2750,Sydney
145687,2016-05,49.6,Jamisontown,727000,4.0,2,2750,Sydney
145688,2016-05,49.6,Carlingford,1835000,4.0,2,2118,Sydney
145689,2016-05,49.6,Carlingford,1400000,4.0,2,2118,Sydney
145701,2016-05,49.6,Homebush,3000000,4.0,2,2140,Sydney
145705,2016-05,49.6,Palm Beach,1850000,4.0,2,2108,Sydney
145708,2016-05,49.6,Yagoona,840000,4.0,2,2199,Sydney
145713,2016-05,49.6,Yagoona,840000,4.0,2,2199,Sydney
145722,2016-05,49.6,Riverwood,930000,4.0,2,2210,Sydney
145725,2016-05,49.6,Peakhurst Heights,851000,4.0,2,2210,Sydney
145730,2016-05,49.6,Peakhurst Heights,1169000,4.0,2,2210,Sydney
145731,2016-05,49.6,Lugarno,1185000,4.0,2,2210,Sydney
145733,2016-05,49.6,Blairmount,540000,4.0,2,2559,Sydney
145736,2016-05,49.6,Caringbah South,1645000,4.0,2,2229,Sydney
145737,2016-05,49.6,Caringbah South,2110000,4.0,2,2229,Sydney
145743,2016-05,49.6,Caringbah,1390000,4.0,2,2229,Sydney
145752,2016-05,49.6,Picnic Point,1270000,4.0,2,2213,Sydney
145760,2016-05,49.6,Panania,855000,4.0,2,2213,Sydney
145767,2016-05,49.6,Panania,921000,4.0,2,2213,Sydney
145773,2016-05,49.6,Picnic Point,990000,4.0,2,2213,Sydney
145778,2016-05,49.6,Gladesville,2060000,4.0,2,2111,Sydney
145781,2016-05,49.6,Henley,4550000,4.0,2,2111,Sydney
145784,2016-05,49.6,Mona Vale,1580000,4.0,2,2103,Sydney
145789,2016-05,49.6,Mona Vale,1670000,4.0,2,2103,Sydney
145792,2016-05,49.6,Mona Vale,2232000,4.0,2,2103,Sydney
145801,2016-05,49.6,Castle Cove,1880080,4.0,2,2069,Sydney
145804,2016-05,49.6,Roseville Chase,1980000,4.0,2,2069,Sydney
145806,2016-05,49.6,Roseville Chase,4500000,4.0,2,2069,Sydney
145810,2016-05,49.6,Roseville,2990000,4.0,2,2069,Sydney
145811,2016-05,49.6,Castle Cove,2100000,4.0,2,2069,Sydney
145815,2016-05,49.6,Kareela,980000,4.0,2,2232,Sydney
145823,2016-05,49.6,Kirrawee,1080000,4.0,2,2232,Sydney
145830,2016-05,49.6,Loftus,895000,4.0,2,2232,Sydney
145834,2016-05,49.6,Annandale,1850000,4.0,2,2038,Sydney
145842,2016-05,49.6,Old Toongabbie,970000,4.0,2,2146,Sydney
145844,2016-05,49.6,Old Toongabbie,855000,4.0,2,2146,Sydney
145850,2016-05,49.6,Toongabbie,650000,4.0,2,2146,Sydney
145853,2016-05,49.6,Toongabbie,755000,4.0,2,2146,Sydney
145876,2016-05,49.6,Glenfield,745500,4.0,2,2167,Sydney
145885,2016-05,49.6,Summer Hill,1627500,4.0,2,2130,Sydney
145887,2016-05,49.6,Burwood,3000000,4.0,2,2134,Sydney
145894,2016-05,49.6,Glebe,2585000,4.0,2,2037,Sydney
145895,2016-05,49.6,Forest Lodge,2190000,4.0,2,2037,Sydney
145898,2016-05,49.6,Forest Lodge,1560000,4.0,2,2037,Sydney
145899,2016-05,49.6,Forest Lodge,2000000,4.0,2,2037,Sydney
145904,2016-05,49.6,Wahroonga,1640000,4.0,2,2076,Sydney
145905,2016-05,49.6,Wahroonga,1682000,4.0,2,2076,Sydney
145906,2016-05,49.6,Wahroonga,1580000,4.0,2,2076,Sydney
145909,2016-05,49.6,Wahroonga,1275000,4.0,2,2076,Sydney
145910,2016-05,49.6,Wahroonga,1205000,4.0,2,2076,Sydney
145914,2016-05,49.6,Gymea,1270000,4.0,2,2227,Sydney
145918,2016-05,49.6,Gymea Bay,1235000,4.0,2,2227,Sydney
145926,2016-05,49.6,Pitt Town,1080000,4.0,2,2756,Sydney
145927,2016-05,49.6,Pitt Town,915000,4.0,2,2756,Sydney
145928,2016-05,49.6,South Windsor,600000,4.0,2,2756,Sydney
145933,2016-05,49.6,Bligh Park,645000,4.0,2,2756,Sydney
145947,2016-05,49.6,Oyster Bay,1015000,4.0,2,2225,Sydney
145952,2016-05,49.6,Oyster Bay,1170000,4.0,2,2225,Sydney
145956,2016-05,49.6,Berowra Heights,880000,4.0,2,2082,Sydney
145970,2016-05,49.6,Milperra,775500,4.0,2,2214,Sydney
