,Date,Iron_Price,SUBURB,PRICE,BEDROOMS,BATHROOMS,POSTCODE,CITY
4,2007-01,36.63,Karawara,860000,4.0,2,6152,Perth
8,2007-01,36.63,Viveash,585000,4.0,2,6056,Perth
13,2007-02,36.63,Viveash,750000,4.0,2,6056,Perth
15,2007-02,36.63,Mardella,270000,4.0,2,6125,Perth
16,2007-02,36.63,North Lake,775000,4.0,2,6163,Perth
19,2007-03,36.63,Mariginiup,1700000,4.0,2,6078,Perth
20,2007-03,36.63,Gnangara,1200000,4.0,2,6077,Perth
21,2007-03,36.63,Karawara,735000,4.0,2,6152,Perth
22,2007-03,36.63,Mariginiup,1600000,4.0,2,6078,Perth
25,2007-03,36.63,Mahogany Creek,810000,4.0,2,6072,Perth
26,2007-03,36.63,Ashfield,430000,4.0,2,6054,Perth
28,2007-03,36.63,Wungong,989000,4.0,2,6112,Perth
33,2007-04,36.63,Ashfield,510000,4.0,2,6054,Perth
36,2007-04,36.63,Ashfield,440000,4.0,2,6054,Perth
40,2007-05,36.63,Millendon,895000,4.0,2,6056,Perth
41,2007-05,36.63,Anketell,1250000,4.0,2,6167,Perth
44,2007-05,36.63,Mardella,835000,4.0,2,6125,Perth
46,2007-05,36.63,Herne Hill,880000,4.0,2,6056,Perth
47,2007-05,36.63,Mundijong,550000,4.0,2,6123,Perth
48,2007-05,36.63,Ashfield,495000,4.0,2,6054,Perth
52,2007-06,36.63,Kiara,212500,4.0,2,6054,Perth
53,2007-06,36.63,Herne Hill,900000,4.0,2,6056,Perth
54,2007-06,36.63,Bickley,1400000,4.0,2,6076,Perth
55,2007-06,36.63,Herne Hill,1610000,4.0,2,6056,Perth
60,2007-06,36.63,Millendon,1277000,4.0,2,6056,Perth
61,2007-06,36.63,North Lake,795000,4.0,2,6163,Perth
64,2007-06,36.63,Gnangara,995000,4.0,2,6077,Perth
68,2007-07,36.63,Karragullen,602000,4.0,2,6111,Perth
70,2007-07,36.63,Ashfield,490000,4.0,2,6054,Perth
75,2007-07,36.63,Kiara,385000,4.0,2,6054,Perth
77,2007-07,36.63,Daglish,1495000,4.0,2,6008,Perth
79,2007-07,36.63,Karawara,652000,4.0,2,6152,Perth
84,2007-08,36.63,Boya,680000,4.0,2,6056,Perth
88,2007-08,36.63,Brigadoon,1200000,4.0,2,6069,Perth
89,2007-08,36.63,Cardup,1200000,4.0,2,6122,Perth
92,2007-08,36.63,Oldbury,1400000,4.0,2,6121,Perth
94,2007-08,36.63,Brigadoon,975000,4.0,2,6069,Perth
96,2007-08,36.63,Brigadoon,990000,4.0,2,6069,Perth
97,2007-09,36.63,Kiara,168000,4.0,2,6054,Perth
98,2007-09,36.63,North Lake,530000,4.0,2,6163,Perth
103,2007-09,36.63,Bickley,572000,4.0,2,6076,Perth
104,2007-09,36.63,Oldbury,1950000,4.0,2,6121,Perth
106,2007-09,36.63,Ashfield,525000,4.0,2,6054,Perth
107,2007-09,36.63,North Lake,695000,4.0,2,6163,Perth
110,2007-09,36.63,North Lake,795000,4.0,2,6163,Perth
112,2007-10,36.63,Walliston,620000,4.0,2,6076,Perth
115,2007-10,36.63,Cardup,420000,4.0,2,6122,Perth
116,2007-10,36.63,Karawara,878000,4.0,2,6152,Perth
117,2007-10,36.63,Hazelmere,470000,4.0,2,6055,Perth
118,2007-10,36.63,Hazelmere,335000,4.0,2,6055,Perth
122,2007-10,36.63,Wattleup,955000,4.0,2,6166,Perth
123,2007-10,36.63,Casuarina,705000,4.0,2,6167,Perth
128,2007-10,36.63,Mahogany Creek,395000,4.0,2,6072,Perth
132,2007-11,36.63,Upper Swan,2130000,4.0,2,6069,Perth
138,2007-12,36.63,Mariginiup,730000,4.0,2,6078,Perth
140,2007-12,36.63,Karnup,1700000,4.0,2,6176,Perth
144,2008-01,60.8,Mardella,679000,4.0,2,6125,Perth
146,2008-01,60.8,Kiara,410000,4.0,2,6054,Perth
148,2008-01,60.8,Menora,1465000,4.0,2,6050,Perth
151,2008-01,60.8,Samson,610000,4.0,2,6163,Perth
152,2008-01,60.8,West Swan,970000,4.0,2,6055,Perth
154,2008-02,60.8,Jandabup,960000,4.0,2,6077,Perth
157,2008-02,60.8,Pickering Brook,640000,4.0,2,6076,Perth
158,2008-02,60.8,Daglish,900000,4.0,2,6008,Perth
160,2008-02,60.8,Ashfield,460000,4.0,2,6054,Perth
163,2008-02,60.8,Woodbridge,925000,4.0,2,6056,Perth
164,2008-03,60.8,Carmel,590000,4.0,2,6076,Perth
169,2008-03,60.8,Mahogany Creek,1100000,4.0,2,6072,Perth
172,2008-03,60.8,Karawara,855000,4.0,2,6152,Perth
173,2008-04,60.8,Belhus,1017500,4.0,2,6069,Perth
174,2008-04,60.8,Samson,695000,4.0,2,6163,Perth
176,2008-04,60.8,Carabooda,980000,4.0,2,6033,Perth
177,2008-04,60.8,West Swan,740000,4.0,2,6055,Perth
182,2008-04,60.8,Ashfield,415000,4.0,2,6054,Perth
183,2008-04,60.8,Mundijong,405000,4.0,2,6123,Perth
184,2008-04,60.8,Karawara,755000,4.0,2,6152,Perth
185,2008-04,60.8,Karawara,755000,4.0,2,6152,Perth
186,2008-04,60.8,Menora,1625000,4.0,2,6050,Perth
187,2008-04,60.8,North Lake,559000,4.0,2,6163,Perth
189,2008-04,60.8,Boya,489000,4.0,2,6056,Perth
191,2008-05,60.8,Cardup,880000,4.0,2,6122,Perth
193,2008-05,60.8,Mahogany Creek,717500,4.0,2,6072,Perth
196,2008-05,60.8,Mariginiup,970000,4.0,2,6078,Perth
198,2008-06,60.8,Martin,870000,4.0,2,6110,Perth
201,2008-06,60.8,Ashfield,540000,4.0,2,6054,Perth
202,2008-06,60.8,Koongamia,280000,4.0,2,6056,Perth
203,2008-06,60.8,North Lake,610000,4.0,2,6163,Perth
206,2008-06,60.8,Sawyers Valley,465000,4.0,2,6074,Perth
215,2008-07,60.8,Mundijong,423000,4.0,2,6123,Perth
217,2008-07,60.8,Karawara,920000,4.0,2,6152,Perth
219,2008-07,60.8,Mahogany Creek,515000,4.0,2,6072,Perth
222,2008-08,60.8,Menora,875000,4.0,2,6050,Perth
226,2008-08,60.8,Karnup,975000,4.0,2,6176,Perth
233,2008-09,60.8,Walliston,400000,4.0,2,6076,Perth
235,2008-09,60.8,Hillman,282500,4.0,2,6168,Perth
237,2008-09,60.8,Ashfield,438000,4.0,2,6054,Perth
240,2008-09,60.8,Samson,497000,4.0,2,6163,Perth
242,2008-09,60.8,Kiara,395000,4.0,2,6054,Perth
244,2008-10,60.8,Kiara,490000,4.0,2,6054,Perth
245,2008-10,60.8,Kiara,420000,4.0,2,6054,Perth
246,2008-10,60.8,Kiara,465000,4.0,2,6054,Perth
247,2008-10,60.8,Brigadoon,950000,4.0,2,6069,Perth
251,2008-10,60.8,Sawyers Valley,486500,4.0,2,6074,Perth
252,2008-10,60.8,Menora,1400000,4.0,2,6050,Perth
256,2008-10,60.8,Mahogany Creek,500000,4.0,2,6072,Perth
259,2008-10,60.8,Carabooda,980000,4.0,2,6033,Perth
261,2008-10,60.8,Sawyers Valley,578000,4.0,2,6074,Perth
264,2008-11,60.8,North Lake,610000,4.0,2,6163,Perth
265,2008-11,60.8,Mahogany Creek,450000,4.0,2,6072,Perth
269,2008-11,60.8,Martin,400000,4.0,2,6110,Perth
272,2008-11,60.8,Kiara,410000,4.0,2,6054,Perth
274,2008-12,71.7,Woodbridge,900000,4.0,2,6056,Perth
275,2008-12,71.7,Hovea,702000,4.0,2,6071,Perth
278,2008-12,71.7,Brigadoon,835000,4.0,2,6069,Perth
286,2009-01,73.4,Boya,695000,4.0,2,6056,Perth
287,2009-01,73.4,Coolbinia,1575000,4.0,2,6050,Perth
291,2009-01,73.4,Mahogany Creek,420000,4.0,2,6072,Perth
294,2009-01,73.4,Daglish,1100000,4.0,2,6008,Perth
297,2009-01,73.4,Karnup,1150000,4.0,2,6176,Perth
299,2009-01,73.4,Karawara,670000,4.0,2,6152,Perth
300,2009-01,73.4,Upper Swan,1450000,4.0,2,6069,Perth
310,2009-02,72.7,Upper Swan,620000,4.0,2,6069,Perth
311,2009-02,72.7,Daglish,1025000,4.0,2,6008,Perth
313,2009-02,72.7,Gnangara,1175000,4.0,2,6077,Perth
316,2009-02,72.7,Ashfield,205000,4.0,2,6054,Perth
320,2009-02,72.7,Woodbridge,590000,4.0,2,6056,Perth
321,2009-03,59.6,Hillman,315000,4.0,2,6168,Perth
323,2009-03,59.6,Samson,491000,4.0,2,6163,Perth
327,2009-03,59.6,Herne Hill,865000,4.0,2,6056,Perth
329,2009-03,59.6,Karawara,690000,4.0,2,6152,Perth
343,2009-04,60.6,Boya,385000,4.0,2,6056,Perth
349,2009-04,60.6,Cardup,535000,4.0,2,6122,Perth
350,2009-04,60.6,North Lake,600000,4.0,2,6163,Perth
353,2009-04,60.6,Cardup,900000,4.0,2,6122,Perth
355,2009-05,65.0,North Lake,815000,4.0,2,6163,Perth
356,2009-05,65.0,North Lake,485000,4.0,2,6163,Perth
359,2009-05,65.0,Mahogany Creek,480000,4.0,2,6072,Perth
360,2009-05,65.0,Carabooda,1210000,4.0,2,6033,Perth
362,2009-05,65.0,Mariginiup,890000,4.0,2,6078,Perth
363,2009-05,65.0,Karawara,805000,4.0,2,6152,Perth
364,2009-05,65.0,Mardella,520000,4.0,2,6125,Perth
367,2009-05,65.0,Hovea,795000,4.0,2,6071,Perth
371,2009-06,78.2,Hillman,300000,4.0,2,6168,Perth
372,2009-06,78.2,Hillman,293000,4.0,2,6168,Perth
373,2009-06,78.2,Ashfield,515000,4.0,2,6054,Perth
381,2009-06,78.2,Hillman,355000,4.0,2,6168,Perth
382,2009-06,78.2,Mariginiup,840000,4.0,2,6078,Perth
384,2009-06,78.2,Karawara,712500,4.0,2,6152,Perth
385,2009-06,78.2,Forrestdale,675000,4.0,2,6112,Perth
392,2009-07,95.3,Menora,2100000,4.0,2,6050,Perth
393,2009-07,95.3,Upper Swan,1175000,4.0,2,6069,Perth
396,2009-07,95.3,Samson,490000,4.0,2,6163,Perth
398,2009-07,95.3,Mahogany Creek,580000,4.0,2,6072,Perth
399,2009-07,95.3,Mundijong,385000,4.0,2,6123,Perth
401,2009-07,95.3,Boya,631000,4.0,2,6056,Perth
403,2009-07,95.3,Mahogany Creek,555000,4.0,2,6072,Perth
407,2009-07,95.3,Wooroloo,415000,4.0,2,6558,Perth
408,2009-07,95.3,Hazelmere,610000,4.0,2,6055,Perth
412,2009-08,85.8,Daglish,1080000,4.0,2,6008,Perth
413,2009-08,85.8,Mardella,590000,4.0,2,6125,Perth
417,2009-08,85.8,Watermans Bay,340000,4.0,2,6020,Perth
420,2009-08,85.8,Hillman,329000,4.0,2,6168,Perth
422,2009-08,85.8,Menora,2050000,4.0,2,6050,Perth
425,2009-08,85.8,West Swan,910000,4.0,2,6055,Perth
428,2009-08,85.8,Samson,475000,4.0,2,6163,Perth
431,2009-08,85.8,Herne Hill,330000,4.0,2,6056,Perth
436,2009-09,85.9,Kiara,454000,4.0,2,6054,Perth
437,2009-09,85.9,Kiara,450000,4.0,2,6054,Perth
438,2009-09,85.9,Daglish,1360000,4.0,2,6008,Perth
442,2009-09,85.9,Woodbridge,330000,4.0,2,6056,Perth
445,2009-09,85.9,Gnangara,975000,4.0,2,6077,Perth
449,2009-09,85.9,Woodbridge,775000,4.0,2,6056,Perth
454,2009-09,85.9,Kiara,485000,4.0,2,6054,Perth
460,2009-09,85.9,Belhus,980000,4.0,2,6069,Perth
461,2009-09,85.9,Karawara,740000,4.0,2,6152,Perth
462,2009-09,85.9,Forrestdale,1100000,4.0,2,6112,Perth
463,2009-09,85.9,Boya,620000,4.0,2,6056,Perth
464,2009-09,85.9,Kiara,400000,4.0,2,6054,Perth
465,2009-09,85.9,Mundijong,388000,4.0,2,6123,Perth
466,2009-09,85.9,North Lake,538000,4.0,2,6163,Perth
469,2009-10,88.4,Champion Lakes,185000,4.0,2,6111,Perth
471,2009-10,88.4,Mundijong,880000,4.0,2,6123,Perth
472,2009-10,88.4,Gnangara,1100000,4.0,2,6077,Perth
475,2009-10,88.4,Wungong,725000,4.0,2,6112,Perth
476,2009-10,88.4,Karawara,745000,4.0,2,6152,Perth
477,2009-10,88.4,Sawyers Valley,767000,4.0,2,6074,Perth
480,2009-10,88.4,Brigadoon,960000,4.0,2,6069,Perth
481,2009-10,88.4,Belhus,955000,4.0,2,6069,Perth
482,2009-10,88.4,Mardella,915000,4.0,2,6125,Perth
483,2009-10,88.4,Kiara,445000,4.0,2,6054,Perth
485,2009-11,101.6,Kiara,365000,4.0,2,6054,Perth
486,2009-11,101.6,Carmel,670000,4.0,2,6076,Perth
488,2009-11,101.6,Coolbinia,1188000,4.0,2,6050,Perth
489,2009-11,101.6,Kiara,380000,4.0,2,6054,Perth
490,2009-11,101.6,Kiara,445000,4.0,2,6054,Perth
496,2009-11,101.6,Sawyers Valley,695000,4.0,2,6074,Perth
501,2009-11,101.6,Viveash,575000,4.0,2,6056,Perth
506,2009-12,118.2,Upper Swan,485000,4.0,2,6069,Perth
512,2009-12,118.2,Woodbridge,583000,4.0,2,6056,Perth
514,2009-12,118.2,North Lake,930000,4.0,2,6163,Perth
518,2009-12,118.2,Samson,570000,4.0,2,6163,Perth
529,2010-01,120.0,Mahogany Creek,605000,4.0,2,6072,Perth
530,2010-01,120.0,Brigadoon,900000,4.0,2,6069,Perth
533,2010-01,120.0,Menora,1760000,4.0,2,6050,Perth
538,2010-01,120.0,North Lake,680000,4.0,2,6163,Perth
542,2010-01,120.0,Karnup,1100000,4.0,2,6176,Perth
549,2010-02,133.1,Karawara,580000,4.0,2,6152,Perth
557,2010-02,133.1,Coolbinia,1095000,4.0,2,6050,Perth
562,2010-02,133.1,Hazelmere,624000,4.0,2,6055,Perth
568,2010-03,153.6,Samson,400000,4.0,2,6163,Perth
569,2010-03,153.6,Woodbridge,1075000,4.0,2,6056,Perth
570,2010-03,153.6,Samson,495000,4.0,2,6163,Perth
571,2010-03,153.6,Champion Lakes,750000,4.0,2,6111,Perth
573,2010-03,153.6,Gnangara,900000,4.0,2,6077,Perth
576,2010-03,153.6,Sawyers Valley,549500,4.0,2,6074,Perth
577,2010-03,153.6,Daglish,1350000,4.0,2,6008,Perth
579,2010-03,153.6,Daglish,1350000,4.0,2,6008,Perth
580,2010-03,153.6,Woodbridge,1100000,4.0,2,6056,Perth
581,2010-03,153.6,Viveash,500000,4.0,2,6056,Perth
582,2010-03,153.6,Karawara,785000,4.0,2,6152,Perth
583,2010-03,153.6,Ashfield,535000,4.0,2,6054,Perth
590,2010-03,153.6,Samson,535000,4.0,2,6163,Perth
594,2010-03,153.6,Cardup,795000,4.0,2,6122,Perth
595,2010-03,153.6,Mahogany Creek,695000,4.0,2,6072,Perth
597,2010-03,153.6,Mariginiup,1175000,4.0,2,6078,Perth
603,2010-04,172.9,Karawara,775000,4.0,2,6152,Perth
606,2010-04,172.9,Brigadoon,900000,4.0,2,6069,Perth
608,2010-04,172.9,Woodbridge,825000,4.0,2,6056,Perth
614,2010-04,172.9,Coolbinia,1100000,4.0,2,6050,Perth
617,2010-05,145.2,Jolimont,1275000,4.0,2,6014,Perth
619,2010-05,145.2,Darling Downs,850000,4.0,2,6122,Perth
620,2010-05,145.2,Samson,610000,4.0,2,6163,Perth
623,2010-05,145.2,Jarrahdale,260000,4.0,2,6124,Perth
625,2010-05,145.2,Cardup,887500,4.0,2,6122,Perth
628,2010-05,145.2,Viveash,499000,4.0,2,6056,Perth
629,2010-05,145.2,Viveash,805000,4.0,2,6056,Perth
632,2010-05,145.2,Champion Lakes,185000,4.0,2,6111,Perth
634,2010-05,145.2,Karawara,880000,4.0,2,6152,Perth
635,2010-05,145.2,Ashfield,515000,4.0,2,6054,Perth
639,2010-05,145.2,Hillman,385000,4.0,2,6168,Perth
646,2010-06,138.9,Samson,670000,4.0,2,6163,Perth
650,2010-06,138.9,Murdoch,630000,4.0,2,6150,Perth
651,2010-06,138.9,Kiara,425000,4.0,2,6054,Perth
652,2010-06,138.9,Kiara,420000,4.0,2,6054,Perth
654,2010-06,138.9,Kiara,475000,4.0,2,6054,Perth
656,2010-06,138.9,Viveash,575000,4.0,2,6056,Perth
657,2010-06,138.9,Hazelmere,720000,4.0,2,6055,Perth
663,2010-06,138.9,Casuarina,1200000,4.0,2,6167,Perth
665,2010-06,138.9,Gnangara,1990000,4.0,2,6077,Perth
666,2010-07,136.3,Casuarina,815000,4.0,2,6167,Perth
668,2010-07,136.3,Sawyers Valley,665000,4.0,2,6074,Perth
669,2010-07,136.3,Walliston,800000,4.0,2,6076,Perth
670,2010-07,136.3,Murdoch,570000,4.0,2,6150,Perth
672,2010-07,136.3,Daglish,1200000,4.0,2,6008,Perth
677,2010-07,136.3,Anketell,1037500,4.0,2,6167,Perth
681,2010-07,136.3,Kiara,485000,4.0,2,6054,Perth
683,2010-08,141.5,Waterford,1225800,4.0,2,6152,Perth
685,2010-08,141.5,Herne Hill,825000,4.0,2,6056,Perth
689,2010-08,141.5,Orange Grove,1200000,4.0,2,6109,Perth
690,2010-08,141.5,Coolbinia,1320000,4.0,2,6050,Perth
693,2010-08,141.5,Jolimont,830000,4.0,2,6014,Perth
695,2010-08,141.5,Walliston,1730000,4.0,2,6076,Perth
697,2010-08,141.5,Kiara,451000,4.0,2,6054,Perth
701,2010-08,141.5,Viveash,490000,4.0,2,6056,Perth
704,2010-09,141.1,Jolimont,1455000,4.0,2,6014,Perth
713,2010-09,141.1,Casuarina,750000,4.0,2,6167,Perth
715,2010-09,141.1,Kiara,435000,4.0,2,6054,Perth
717,2010-09,141.1,Orange Grove,830000,4.0,2,6109,Perth
720,2010-09,141.1,Herne Hill,840000,4.0,2,6056,Perth
722,2010-09,141.1,North Lake,605000,4.0,2,6163,Perth
723,2010-09,141.1,Upper Swan,580000,4.0,2,6069,Perth
726,2010-10,149.1,Coolbinia,1795000,4.0,2,6050,Perth
728,2010-10,149.1,Karawara,745000,4.0,2,6152,Perth
730,2010-10,149.1,Mahogany Creek,880000,4.0,2,6072,Perth
732,2010-10,149.1,Belhus,875000,4.0,2,6069,Perth
735,2010-10,149.1,Ashfield,426000,4.0,2,6054,Perth
738,2010-10,149.1,Kiara,433000,4.0,2,6054,Perth
741,2010-10,149.1,North Lake,745000,4.0,2,6163,Perth
743,2010-11,167.8,Hillman,350000,4.0,2,6168,Perth
745,2010-11,167.8,Sawyers Valley,730000,4.0,2,6074,Perth
746,2010-11,167.8,Champion Lakes,185000,4.0,2,6111,Perth
748,2010-11,167.8,Murdoch,810000,4.0,2,6150,Perth
750,2010-11,167.8,Belhus,1175000,4.0,2,6069,Perth
751,2010-11,167.8,Sawyers Valley,585000,4.0,2,6074,Perth
753,2010-11,167.8,Menora,1600000,4.0,2,6050,Perth
757,2010-11,167.8,Gnangara,830000,4.0,2,6077,Perth
778,2010-12,170.1,Belhus,655000,4.0,2,6069,Perth
779,2010-12,170.1,Mundijong,456500,4.0,2,6123,Perth
780,2010-12,170.1,Murdoch,750000,4.0,2,6150,Perth
781,2010-12,170.1,Ashfield,500000,4.0,2,6054,Perth
783,2010-12,170.1,Casuarina,1100000,4.0,2,6167,Perth
786,2010-12,170.1,Hovea,967500,4.0,2,6071,Perth
788,2010-12,170.1,Coolbinia,1500000,4.0,2,6050,Perth
789,2010-12,170.1,North Lake,487000,4.0,2,6163,Perth
793,2010-12,170.1,Mardella,1000000,4.0,2,6125,Perth
796,2010-12,170.1,Hovea,765000,4.0,2,6071,Perth
798,2011-01,185.6,Ashfield,450000,4.0,2,6054,Perth
800,2011-01,185.6,Murdoch,375000,4.0,2,6150,Perth
802,2011-01,185.6,Oldbury,1600000,4.0,2,6121,Perth
803,2011-01,185.6,Waterford,835000,4.0,2,6152,Perth
808,2011-01,185.6,Parkerville,730000,4.0,2,6081,Perth
809,2011-01,185.6,Calista,315000,4.0,2,6167,Perth
822,2011-02,182.8,Murdoch,850000,4.0,2,6150,Perth
824,2011-02,182.8,Chidlow,500000,4.0,2,6556,Perth
825,2011-02,182.8,Upper Swan,555000,4.0,2,6069,Perth
826,2011-02,182.8,Parkerville,930000,4.0,2,6081,Perth
828,2011-02,182.8,North Lake,740000,4.0,2,6163,Perth
829,2011-02,182.8,Jarrahdale,450000,4.0,2,6124,Perth
832,2011-02,182.8,Waterford,828000,4.0,2,6152,Perth
835,2011-02,182.8,North Lake,860000,4.0,2,6163,Perth
837,2011-02,182.8,Upper Swan,620000,4.0,2,6069,Perth
845,2011-02,182.8,Ashfield,400000,4.0,2,6054,Perth
846,2011-02,182.8,Hovea,815000,4.0,2,6071,Perth
847,2011-02,182.8,Hazelmere,500000,4.0,2,6055,Perth
850,2011-03,172.4,Mariginiup,970000,4.0,2,6078,Perth
852,2011-03,172.4,Herne Hill,920000,4.0,2,6056,Perth
856,2011-03,172.4,Mariginiup,855000,4.0,2,6078,Perth
859,2011-03,172.4,Darling Downs,845000,4.0,2,6122,Perth
862,2011-03,172.4,Mahogany Creek,605000,4.0,2,6072,Perth
868,2011-03,172.4,Cardup,285000,4.0,2,6122,Perth
869,2011-03,172.4,Waterford,1150000,4.0,2,6152,Perth
871,2011-03,172.4,Marmion,680000,4.0,2,6020,Perth
874,2011-04,181.5,Kiara,390000,4.0,2,6054,Perth
875,2011-04,181.5,Murdoch,767500,4.0,2,6150,Perth
880,2011-04,181.5,Jarrahdale,643000,4.0,2,6124,Perth
882,2011-04,181.5,Daglish,1100000,4.0,2,6008,Perth
885,2011-04,181.5,Belhus,968000,4.0,2,6069,Perth
887,2011-04,181.5,Darling Downs,902000,4.0,2,6122,Perth
890,2011-04,181.5,Viveash,575000,4.0,2,6056,Perth
894,2011-04,181.5,Mahogany Creek,600000,4.0,2,6072,Perth
897,2011-04,181.5,Marmion,1125000,4.0,2,6020,Perth
900,2011-04,181.5,Forrestdale,1210000,4.0,2,6112,Perth
901,2011-05,169.8,Samson,462000,4.0,2,6163,Perth
903,2011-05,169.8,Parkerville,835000,4.0,2,6081,Perth
905,2011-05,169.8,Hovea,1205000,4.0,2,6071,Perth
907,2011-05,169.8,Chidlow,490000,4.0,2,6556,Perth
909,2011-05,169.8,Karawara,880000,4.0,2,6152,Perth
910,2011-05,169.8,Mundijong,339000,4.0,2,6123,Perth
913,2011-05,169.8,Woodbridge,549000,4.0,2,6056,Perth
914,2011-05,169.8,Samson,527000,4.0,2,6163,Perth
924,2011-05,169.8,Murdoch,770000,4.0,2,6150,Perth
925,2011-05,169.8,Mariginiup,825000,4.0,2,6078,Perth
929,2011-05,169.8,Cardup,1230000,4.0,2,6122,Perth
930,2011-06,166.8,Viveash,685000,4.0,2,6056,Perth
932,2011-06,166.8,Mariginiup,860000,4.0,2,6078,Perth
934,2011-06,166.8,Martin,650000,4.0,2,6110,Perth
937,2011-06,166.8,Daglish,910000,4.0,2,6008,Perth
938,2011-06,166.8,Wattleup,184166,4.0,2,6166,Perth
939,2011-06,166.8,Casuarina,755000,4.0,2,6167,Perth
952,2011-06,166.8,Champion Lakes,1010000,4.0,2,6111,Perth
953,2011-06,166.8,Parkerville,670000,4.0,2,6081,Perth
954,2011-06,166.8,Carabooda,780000,4.0,2,6033,Perth
955,2011-06,166.8,Murdoch,680000,4.0,2,6150,Perth
956,2011-07,175.5,Marmion,1600000,4.0,2,6020,Perth
958,2011-07,175.5,Murdoch,555000,4.0,2,6150,Perth
960,2011-07,175.5,Watermans Bay,1850000,4.0,2,6020,Perth
966,2011-07,175.5,Sawyers Valley,350000,4.0,2,6074,Perth
970,2011-07,175.5,Oldbury,900000,4.0,2,6121,Perth
973,2011-07,175.5,Jarrahdale,560000,4.0,2,6124,Perth
976,2011-07,175.5,North Lake,700000,4.0,2,6163,Perth
977,2011-07,175.5,Chidlow,399000,4.0,2,6556,Perth
979,2011-07,175.5,Wattleup,1460000,4.0,2,6166,Perth
980,2011-08,179.9,Waterford,559900,4.0,2,6152,Perth
981,2011-08,179.9,Parkerville,500000,4.0,2,6081,Perth
983,2011-08,179.9,Murdoch,613000,4.0,2,6150,Perth
984,2011-08,179.9,Jarrahdale,849000,4.0,2,6124,Perth
987,2011-08,179.9,Mundijong,420000,4.0,2,6123,Perth
991,2011-08,179.9,Parkerville,730000,4.0,2,6081,Perth
994,2011-08,179.9,North Lake,590000,4.0,2,6163,Perth
996,2011-08,179.9,Menora,1500000,4.0,2,6050,Perth
997,2011-08,179.9,Champion Lakes,215000,4.0,2,6111,Perth
998,2011-08,179.9,Brigadoon,875000,4.0,2,6069,Perth
1001,2011-08,179.9,Bellevue,393000,4.0,2,6056,Perth
1005,2011-08,179.9,Brigadoon,980000,4.0,2,6069,Perth
1008,2011-08,179.9,Marmion,825000,4.0,2,6020,Perth
1009,2011-08,179.9,West Swan,820000,4.0,2,6055,Perth
1010,2011-08,179.9,Jarrahdale,550000,4.0,2,6124,Perth
1017,2011-09,171.3,Wooroloo,310000,4.0,2,6558,Perth
1019,2011-09,171.3,Kiara,400000,4.0,2,6054,Perth
1022,2011-09,171.3,Murdoch,720000,4.0,2,6150,Perth
1023,2011-09,171.3,Champion Lakes,202000,4.0,2,6111,Perth
1026,2011-09,171.3,Coolbinia,1633000,4.0,2,6050,Perth
1027,2011-09,171.3,Chidlow,700000,4.0,2,6556,Perth
1028,2011-09,171.3,Chidlow,208750,4.0,2,6556,Perth
1032,2011-09,171.3,Jarrahdale,630000,4.0,2,6124,Perth
1036,2011-09,171.3,Parkerville,790000,4.0,2,6081,Perth
1038,2011-09,171.3,Jarrahdale,389000,4.0,2,6124,Perth
1039,2011-09,171.3,Samson,500000,4.0,2,6163,Perth
1041,2011-09,171.3,Cardup,690000,4.0,2,6122,Perth
1042,2011-09,171.3,Bickley,590000,4.0,2,6076,Perth
1050,2011-10,118.4,Menora,1340000,4.0,2,6050,Perth
1051,2011-10,118.4,Champion Lakes,205000,4.0,2,6111,Perth
1053,2011-10,118.4,Ashfield,445000,4.0,2,6054,Perth
1055,2011-10,118.4,Marmion,1210000,4.0,2,6020,Perth
1058,2011-10,118.4,Orange Grove,985000,4.0,2,6109,Perth
1061,2011-10,118.4,Waterford,1158000,4.0,2,6152,Perth
1069,2011-10,118.4,Sawyers Valley,600000,4.0,2,6074,Perth
1075,2011-10,118.4,Menora,1250000,4.0,2,6050,Perth
1076,2011-10,118.4,Darling Downs,680000,4.0,2,6122,Perth
1077,2011-10,118.4,Jarrahdale,445000,4.0,2,6124,Perth
1079,2011-10,118.4,Carabooda,1330000,4.0,2,6033,Perth
1083,2011-11,130.9,Waterford,1050000,4.0,2,6152,Perth
1086,2011-11,130.9,Ashfield,415000,4.0,2,6054,Perth
1087,2011-11,130.9,Waterford,499900,4.0,2,6152,Perth
1091,2011-11,130.9,Waterford,469900,4.0,2,6152,Perth
1092,2011-11,130.9,Ashfield,425000,4.0,2,6054,Perth
1093,2011-11,130.9,North Lake,580000,4.0,2,6163,Perth
1097,2011-11,130.9,Marmion,750000,4.0,2,6020,Perth
1099,2011-11,130.9,Henley Brook,590000,4.0,2,6055,Perth
1100,2011-11,130.9,Sawyers Valley,400000,4.0,2,6074,Perth
1101,2011-11,130.9,Woodbridge,775000,4.0,2,6056,Perth
1103,2011-11,130.9,Mundijong,390000,4.0,2,6123,Perth
1104,2011-11,130.9,Ashfield,445000,4.0,2,6054,Perth
1107,2011-11,130.9,Bellevue,335000,4.0,2,6056,Perth
1108,2011-11,130.9,Henley Brook,408000,4.0,2,6055,Perth
1109,2011-11,130.9,Orange Grove,1000000,4.0,2,6109,Perth
1110,2011-11,130.9,Henley Brook,275000,4.0,2,6055,Perth
1119,2011-11,130.9,Marmion,835000,4.0,2,6020,Perth
1124,2011-12,138.5,North Lake,500000,4.0,2,6163,Perth
